ticker,name_en,name_ko,filing_id,instrument_type,board_resolution_date,instrument_kind_ko,total_face_value_krw,coupon_rate_pct,maturity_rate_pct,maturity_date,strike_price_krw,strike_ratio_pct,strike_window_start,strike_window_end,refix_floor_price_krw,refix_floor_note,subscription_date,payment_date,private_placement
017810,Pulmuone Corporate,(주)풀무원,20190930000444,CB,2019-09-09,무기명식 이권부 무보증 후순위 전환사채,70000000000,4.8,4.8,2049-09-30,27000,100,2019-10-30,2049-08-30,,,2019-09-25,2019-09-30,public
017810,Pulmuone Corporate,(주)풀무원,20230901000271,CB,2023-09-01,무기명식 이권부 무보증 후순위 사모 전환사채,60000000000,2,9.5,2053-09-05,11319,100,2026-09-06,2053-08-05,,,2023-09-05,2023-09-05,private
017810,Pulmuone Corporate,(주)풀무원,20230901000246,CB,2023-09-01,무기명식 이권부 무보증 후순위 사모 전환사채,40000000000,2,8,2053-09-05,11319,100,2024-09-06,2053-08-05,,,2023-09-05,2023-09-05,private
017810,Pulmuone Corporate,(주)풀무원,20150804000328,BW,2015-08-04,"무기명식 이권부 무보증 
후순위 비분리형 사모 신주인수권부사채",40000000000,2.5,2.5,2045-08-06,236585,100,2016-08-06,2045-07-06,,,2015-08-06,2015-08-06,private
065500,Orient Precision Industries Inc.,(주)오리엔트정공,20160114000128,CB,2016-01-14,무기명식 이권부 무보증 사모 전환사채,3000000000,2,4,2020-01-14,1290,100,2017-01-15,2019-12-14,,,2016-01-14,2016-01-14,private
133820,"FINEBESTEEL CO., LTD",(주)화인베스틸,20210428000267,CB,2021-04-28,무기명식 이권부 무보증 사모 전환사채,10000000000,0,1,2024-04-30,3147,100,2022-04-30,2024-03-30,2203,,,2021-04-30,private
133820,"FINEBESTEEL CO., LTD",(주)화인베스틸,20230705000170,CB,2023-07-05,무기명식 이권부 무보증 사모 전환사채,2460000000,0,1,2028-07-07,2592,100,2024-07-07,2028-06-07,1815,,,2023-07-07,private
133820,"FINEBESTEEL CO., LTD",(주)화인베스틸,20230705000183,CB,2023-07-05,무기명식 이권부 무보증 사모 전환사채,17000000000,0,3,2028-07-07,2592,100,2024-07-07,2028-06-07,1815,,2023-07-07,2023-07-07,private
204270,"JNTC CO.,LTD.",(주)제이앤티씨,20251103000188,EB,2025-11-03,무기명식 무보증 사모 교환사채,12402693000,0,0,2030-11-11,32553,100,2025-11-18,2030-10-11,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2025-11-04,2025-11-11,private
091580,"SANGSINENERGYDISPLAYPRECISIONCO.,LTD",상신이디피(주),20190726000469,CB,2019-07-26,무기명식 무보증 사모 전환사채,10000000000,0,0,2024-07-31,10476,100,2020-07-31,2024-06-30,,,2019-07-30,2019-07-31,private
091580,"SANGSINENERGYDISPLAYPRECISIONCO.,LTD",상신이디피(주),20260506000755,CB,2026-04-30,무기명식 이권부 무보증 사모 전환사채,10000000000,0,2,2031-05-08,27109,100,2027-11-08,2031-04-08,,,2026-05-08,2026-05-08,private
201490,"ME2ON CO., LTD",(주)미투온,20171128000248,CB,2017-11-28,무기명식 무보증 사모 전환사채,30000000000,0,2,2022-11-29,9777,100,2018-11-29,2022-11-28,,,,2017-11-29,private
201490,"ME2ON CO., LTD",(주)미투온,20221124000429,CB,2022-11-23,무기명식 무보증 사모 전환사채,18000000000,0,3,2027-11-25,4687,100,2023-11-25,2027-10-25,,,2022-11-25,2022-11-25,private
201490,"ME2ON CO., LTD",(주)미투온,20241115000344,CB,2024-11-15,무기명식 이권부 무보증 사모 전환사채,9000000000,0,1,2028-11-19,2042,100,2025-11-19,2028-10-19,,,2024-11-19,2024-11-19,private
139990,"AJUSTEEL CO.,LTD.",아주스틸(주),20250410002460,CB,2024-12-06,무기명식 이권부 무보증 사모 전환사채,30000000000,1,5,2027-12-11,4232,100,2025-12-11,2027-11-11,2963,,2024-12-11,2024-12-11,private
139990,"AJUSTEEL CO.,LTD.",아주스틸(주),20250321001571,BW,2024-04-05,무기명식 이권부 무보증 사모 비분리형 신주인수권부사채,18300000000,1,5,2029-04-09,6561,100,2025-04-09,2029-03-09,4593,,2024-04-09,2024-04-09,private
139990,"AJUSTEEL CO.,LTD.",아주스틸(주),20260203000135,EB,2026-01-26,무기명식 이권부 무보증 사모교환사채,2891547150,0,0,2031-02-06,3294,100,2026-02-13,2031-01-06,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2026-02-04,2026-02-06,private
127980,"Finecircuit CO.,LTD.",(주)화인써키트,20230328000568,CB,2023-03-28,무기명식 이권부 무보증 사모 전환사채,10500000000,0,2,2028-03-30,13462,100,2024-03-30,2028-02-29,9424,,2023-03-30,2023-03-30,private
127980,"Finecircuit CO.,LTD.",(주)화인써키트,20260402003319,CB,2026-04-02,무기명식  무보증 사모 전환사채,10000000000,0,1,2029-04-10,5151,100,2027-04-10,2029-03-10,,,2026-04-10,2026-04-10,private
234920,"Zaigle Co., Ltd.",자이글(주),20180515001478,CB,2018-05-14,무기명식 이권부 무보증 사모 전환사채,14000000000,0,0,2024-05-14,6780,100,2021-05-14,2024-04-14,,,2018-05-14,2018-05-14,private
234920,"Zaigle Co., Ltd.",자이글(주),20210517001229,CB,2021-05-14,기명식 사모 전환사채,10000000000,2.48,,2022-05-16,7100,100,2022-05-14,2022-05-16,7100,,2021-05-14,2021-05-14,private
001230,"DONGKUK HOLDINGS CO.,LTD.",동국홀딩스(주),20161214000328,CB,2016-12-14,기명식 이권부 무보증 사모전환사채,50000000000,2,4.64,2020-06-16,11552,100,2017-12-16,2020-06-15,,,,2016-12-16,private
018260,"SAMSUNG SDS CO., LTD.",삼성에스디에스(주),20260415000014,CB,2026-04-15,무기명식 무보증 사모 전환사채,1220000000000,2.5,2.5,2032-04-30,180000,100,2027-04-30,2032-04-23,,,2026-04-30,2026-04-30,private
419050,"SAMKEE ENERGY SOLUTIONS CO.,LTD",(주)삼기에너지솔루션즈,20231006000399,CB,2023-10-06,무기명식 이권부 무보증 사모 전환사채,20000000000,0,2,2028-10-11,3898,100,2024-10-11,2028-09-11,2729,,2023-10-11,2023-10-11,private
419050,"SAMKEE ENERGY SOLUTIONS CO.,LTD",(주)삼기에너지솔루션즈,20250902000329,CB,2025-09-02,무기명식 이권부 무보증 사모 전환사채,30000000000,0,1,2030-09-11,2237,100,2026-09-11,2030-08-11,1790,,2025-09-11,2025-09-11,private
419050,"SAMKEE ENERGY SOLUTIONS CO.,LTD",(주)삼기에너지솔루션즈,20231006000409,BW,2023-10-06,무기명식 이권부 무보증 사모 신주인수권부사채,20000000000,0,2,2028-10-11,3898,100,2024-10-11,2028-09-11,2729,,2023-10-11,2023-10-11,private
382800,"GnBS eco Co.,Ltd",(주)지앤비에스 에코,20230410002867,CB,2023-04-10,무기명식 이권부 무보증 사모 전환사채,10000000000,1,2,2026-05-04,18874,100,2024-05-04,2026-04-04,,,2023-04-12,2023-05-04,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20200403002152,CB,2019-01-15,무기명식 무이권부 무보증 사모 전환사채,10000080000,0,0,2022-01-15,1118,100,2020-01-15,2021-12-15,,,2019-01-15,2019-01-15,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20190326001107,CB,2019-03-26,무기명식 이권부 무보증 사모 전환사채,10000000000,4,4,2022-03-27,1362,100,2020-03-27,2022-02-27,,,2019-03-26,2019-03-27,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20180314000920,CB,2018-02-27,무기명식 이권부 무보증 사모 전환사채,500000000,,,2021-02-27,1468,100,2019-02-27,2021-01-27,,,2018-02-27,2018-02-27,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20171123000295,CB,2017-11-23,무기명식 무이권부 무보증 사모 전환사채,550000000,,,2020-11-23,1712,100,2018-11-23,2020-11-22,,,,2017-11-23,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20160825000314,CB,2016-07-13,무기명식 무보증 사모 전환사채,18000000000,1,4,2019-08-26,9470,100,2017-08-26,2019-08-25,,,2016-07-13,2016-08-26,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20170831000005,CB,2017-08-30,무기명식 무보증 사모 전환사채,13500000000,0,4,2020-08-30,1694,100,2018-08-30,2020-08-30,,,,2017-08-30,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20210118000203,CB,2021-01-18,국내 무기명식 이권부 무보증 사모 전환사채,10000000000,4,4,2024-01-18,2825,100,2022-01-18,2023-12-18,100,,2021-01-18,2021-01-18,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20200821000423,CB,2020-08-21,국내 무기명식 이권부 무보증 사모 전환사채,6300000000,4,4,2023-08-24,1080,100,2021-08-24,2023-07-24,100,,2020-08-24,2020-08-24,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20240524000392,CB,2024-05-24,국내 무기명식 이권부 무보증 사모 전환사채,2000000000,3,4,2027-05-27,375,100,2025-05-27,2027-04-27,263,,2024-05-24,2024-05-27,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20240627000595,CB,2024-06-27,국내 무기명식 이권부 무보증 사모 전환사채,12000000000,2,6,2027-06-28,334,100,2025-06-28,2027-05-28,234,,2024-06-27,2024-06-28,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20251208000403,CB,2025-12-08,무기명식 이권부 무보증 사모 전환사채,12000000000,2,6,2028-12-16,225,100,2026-12-16,2028-11-16,158,,2025-12-08,2025-12-16,private
042040,"KPM TECH CO., LTD.",(주)케이피엠테크,20170803000117,BW,2017-07-12,국내 무기명식 이권부 무보증 신주인수권부사채,30000000000,1,4,2022-08-10,1895,100,2017-09-10,2022-07-10,,,2017-08-07,2017-08-10,public
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20190416000318,CB,2019-04-16,무기명식 이권부 무보증 사모 전환사채,6000000000,4,8,2022-04-17,1350,100,2020-04-17,2022-03-17,,,,2019-04-17,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20171205000318,CB,2017-11-30,무기명식 이권부 무보증 사모 전환사채,5300000000,0,3,2020-12-01,3340,100,2018-12-01,2020-11-01,,,,2017-12-01,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20160720000049,CB,2016-07-20,무기명식 이권부 무보증 사모 전환사채,6000000000,4,8,2019-07-21,3448,100,2017-07-21,2019-06-21,,,,2016-07-21,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20160905000106,CB,2016-09-05,무기명식 이권부 무보증 사모 전환사채,6000000000,4,8,2019-09-06,3280,100,2017-09-06,2019-08-06,,,,2016-09-06,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20160404001536,CB,2016-04-04,무기명식 이권부 무보증 사모 전환사채,3000000000,1,8,2019-04-04,1911,100,2017-04-04,2019-03-04,,,,2016-04-04,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20160414001899,CB,2016-04-14,무기명식 이권부 무보증 사모 전환사채,5700000000,1,8,2019-04-15,2171,100,2017-04-15,2019-03-15,,,,2016-04-15,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20161223000247,CB,2016-12-23,무기명식 이권부 무보증 사모 전환사채,4000000000,0,6,2019-12-26,3360,100,2017-12-26,2019-11-26,,,,2016-12-26,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20200806000161,CB,2020-08-06,무기명식이권부 무보증 사모전환사채,3000000000,0,1,2023-08-06,2423,100,2021-08-06,2023-07-06,1697,,2020-08-06,2020-08-06,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20220329001169,CB,2022-03-24,무기명식이권부 무보증 사모전환사채,6000000000,1,5,2026-03-30,1159,100,2023-03-30,2026-02-28,812,,2022-03-28,2022-03-30,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20230807000260,CB,2023-08-07,무기명식 이권부 무보증 사모 전환사채,6000000000,0,5,2026-08-07,500,100,2024-08-07,2026-07-07,500,,2023-08-07,2023-08-07,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20251210000147,CB,2025-11-27,무기명식 이권부 무보증 사모 전환사채,2000000000,0,8,2028-12-08,550,100,2026-12-08,2028-11-08,500,,2025-11-27,2025-12-08,private
040350,"CreoSG Co.,Ltd.",(주)크레오에스지,20260508000571,CB,2026-05-08,무기명식 이권부 무보증 사모 전환사채,3000000000,0,6,2029-05-18,3585,100,2027-05-18,2029-04-18,2510,,2026-05-08,2026-05-18,private
200710,"ADTechnology Co., Ltd.",(주)에이디테크놀로지,20190820000229,CB,2019-08-20,무기명식 이권부 무보증 사모 전환사채,15000000000,0,0,2024-08-28,17650,100,2020-08-28,2024-07-28,,,2019-08-22,2019-08-28,private
200710,"ADTechnology Co., Ltd.",(주)에이디테크놀로지,20161114000882,CB,2016-10-26,무기명식 무보증 이권부 사모 전환사채,6000000000,0,0,2020-10-28,5537,100,2017-10-28,2020-09-28,,,2016-10-28,2016-10-28,private
200710,"ADTechnology Co., Ltd.",(주)에이디테크놀로지,20260421000499,CB,2026-04-21,무기명식 이권부 무보증 사모 전환사채,130000000000,0,0,2031-04-29,54603,100,2027-04-29,2031-03-29,,,2026-04-29,2026-04-29,private
001630,CHONGKUNDANG HOLDINGS CORP.,(주)종근당홀딩스,20251015000373,EB,2025-10-15,무기명식 이권부 무보증 사모 교환사채,14085619500,0,0,2030-10-23,56500,100,2025-10-24,2030-09-23,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2025-10-23,2025-10-23,private
002020,KOLON CORPORATION,(주)코오롱,20260306000988,EB,2026-03-06,무기명식 무이권부 무보증 사모 교환사채,60000000000,0,0,2031-04-06,101665,100,2026-04-13,2031-03-06,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2026-04-06,2026-04-06,private
065690,"PAKERS CO., Ltd.",(주)파커스,20170828000217,CB,2017-08-28,무기명식 이권부 무보증 사모 전환사채,10000000000,0,0,2022-08-29,4161,100,2018-08-29,2022-07-29,,,2017-08-29,2017-08-29,private
065690,"PAKERS CO., Ltd.",(주)파커스,20170828000223,CB,2017-08-28,무기명식 이권부 무보증 사모 전환사채,6000000000,0,0,2022-08-29,4161,100,2018-08-29,2022-07-29,,,2017-08-29,2017-08-29,private
074430,"AMINOLOGICS CO.,LTD.",(주)아미노로직스,20250626000317,CB,2025-06-26,무기명식 무이권부 무보증 사모 전환사채,20000000000,0,0,2028-06-30,957,100,2026-06-30,2028-05-30,766,,2025-06-30,2025-06-30,private
065130,Top Engineering Company Limited,(주)탑엔지니어링,20210709000264,CB,2021-07-09,국내 무기명식 이권부 무보증 사모 전환사채,10000000000,0,0,2026-07-13,9150,100,2022-07-13,2026-06-13,6410,,2021-07-13,2021-07-13,private
008040,"SAJODONGAONE CO.,LTD",사조동아원(주),20160223000412,CB,2016-02-23,무기명 무보증 사모 전환사채,60000000000,4,5.5,2021-02-26,2054,100,2017-02-26,2021-01-26,,,2016-02-25,2016-02-26,private
008040,"SAJODONGAONE CO.,LTD",사조동아원(주),20160330003756,CB,2016-03-30,무기명 무보증 사모 전환사채,40000000000,4,5.5,2021-03-30,2002,100,2017-03-31,2021-03-31,,,2016-03-31,2016-03-31,private
013890,ZINUS INC.,(주)지누스,20191128000830,CB,2018-10-25,무기명식 이권부 무보증 사모 전환사채,10000000000,0,3,2021-10-28,50000,100,2019-10-28,2021-09-28,,,2018-10-29,2018-10-29,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20180503001399,CB,2018-05-02,무기명식 이권부 무보증 사모 전환사채,25000000000,0,1,2023-05-04,4306,100,2019-05-04,2023-04-04,,,2018-05-04,2018-05-04,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20200522000443,CB,2020-05-22,무기명식 이권부 무보증 사모 전환사채,35000000000,0,0,2023-05-26,8825,100,2021-05-26,2023-04-26,,,2020-05-26,2020-05-26,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20161107000394,CB,2016-11-07,무기명식 이권부 무보증 사모 전환사채,20000000000,0,0,2021-11-09,3363,100,2017-11-09,2021-10-09,,,2016-11-09,2016-11-09,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20170628000278,CB,2017-06-28,무기명식 이권부 무보증 사모 전환사채,15000000000,7.5,7.5,2019-06-29,5113,100,2018-06-29,2019-05-29,,,2017-06-29,2017-06-29,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20170704000291,CB,2017-07-04,무기명식 이권부 무보증 사모 전환사채,15000000000,7.5,7.5,2019-07-05,5019,100,2018-07-05,2019-06-05,,,2017-07-05,2017-07-05,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20170727000353,CB,2017-07-27,무기명식 이권부 무보증 사모 전환사채,10000000000,7.5,7.5,2019-07-28,5087,100,2018-07-28,2019-06-28,,,2017-07-28,2017-07-28,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20210726000254,CB,2021-07-26,무기명식 이권부 무보증 사모 전환사채,25000000000,0,0,2024-07-28,19514,100,2022-07-28,2024-06-28,14636,,2021-07-28,2021-07-28,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20200819000203,CB,2020-08-19,무기명식 이권부 무보증 사모 전환사채,25000000000,0,2,2023-08-21,29407,100,2021-08-21,2023-07-21,20585,,2020-08-21,2020-08-21,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20240904000477,CB,2022-08-18,무기명식 이권부 무보증 사모 전환사채,40000000000,0,0,2025-09-01,7684,100,2023-09-01,2025-08-25,5379,,2022-08-22,2022-09-01,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20240904000473,CB,2022-04-19,무기명식 이권부 무보증 사모 전환사채,10000000000,0,0,2025-04-21,11378,100,2023-04-21,2025-04-14,7965,,2022-04-21,2022-04-21,private
088800,Ace Technologies Corp.,(주)에이스테크놀로지,20240904000455,BW,2021-07-26,무기명식 이권부 무보증 사모 비분리형 신주인수권부사채,25000000000,0,0,2025-08-09,19514,100,2022-08-09,2025-07-09,14636,,2021-07-28,2021-08-09,private
127710,"The Asia Business Daily Co., Ltd.",(주)아시아경제,20180202000550,CB,2018-02-02,"무기명식 
이권부 
무보증 
사모 전환사채",20000000000,0,1,2021-02-05,3400,100,2019-02-05,2021-01-05,,,2018-02-05,2018-02-05,private
127710,"The Asia Business Daily Co., Ltd.",(주)아시아경제,20220811000391,CB,2022-08-11,무기명식 이권부 무보증 사모 전환사채,12500000000,1,3,2027-08-12,2200,100,2023-08-12,2027-07-12,1540,,2022-08-11,2022-08-12,private
127710,"The Asia Business Daily Co., Ltd.",(주)아시아경제,20240404002827,CB,2024-02-21,무기명식 이권부 무보증 사모 전환사채,9200000000,2,4,2029-02-22,1208,100,2025-02-22,2029-01-22,846,,2024-02-21,2024-02-22,private
127710,"The Asia Business Daily Co., Ltd.",(주)아시아경제,20200408001000,BW,2020-04-08,무기명식 이권부 무보증 사모 비분리형,10100000000,0,1,2023-04-08,1075,100,2021-04-08,2023-03-08,,,2020-03-25,2020-04-08,private
217190,Genesem Inc.,제너셈(주),20161220000206,CB,2016-12-20,무기명식 이권부 무보증 사모 전환사채,5000000000,0,2,2021-12-22,5346,100,2017-12-22,2021-11-22,,,2016-12-22,2016-12-22,private
122310,"GENORAY Co., LTD.",(주)제노레이,20260122000311,EB,2026-01-22,무기명식 무보증 사모 교환사채,4941000000,0,0,2031-01-30,4941,100,2026-02-06,2031-01-20,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2026-01-30,2026-01-30,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20201204000330,CB,2020-11-06,무기명식 무보증 사모 전환사채,5000000000,2,2,2023-12-04,3263,100,2021-12-04,2023-11-03,2285,,2020-11-06,2020-12-04,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20200504000237,CB,2019-09-23,무기명식 사모 전환사채,10000000000,2,2.1,2022-10-15,2623,100,2020-10-15,2022-09-14,,,2019-09-23,2019-10-15,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20200504000240,CB,2019-09-23,무기명식 사모 전환사채,5000000000,2,3,2022-10-15,2623,100,2020-10-15,2022-09-14,,,2019-09-23,2019-10-15,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20200504000245,CB,2019-09-23,무기명식 사모 전환사채,10000000000,2,2,2022-11-21,2623,100,2020-11-21,2022-10-20,,,2019-09-23,2019-11-21,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20190321000838,CB,2019-01-10,무기명식 사모 전환사채,4999999338,2,3,2022-03-21,1438,100,2020-03-21,2022-02-20,,,2019-01-10,2019-03-21,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20191015000124,CB,2019-09-23,무기명식 사모 전환사채,2000000000,2,2.5,2022-10-15,2623,100,2020-10-15,2022-09-14,,,2019-09-23,2019-10-15,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20211014000448,CB,2021-10-14,무기명식 무보증 사모 전환사채,10000000000,2,2,2024-10-27,1702,100,2022-10-27,2024-09-26,100,,2021-10-14,2021-10-27,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20210617000301,CB,2021-06-17,무기명식 무보증 사모 전환사채,10000000000,2,2,2024-07-09,2238,100,2022-07-09,2024-06-08,100,,2021-06-17,2021-07-09,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20201113001007,CB,2020-11-13,무기명식 무보증 사모 전환사채,5000000000,2,2,2023-12-11,5355,100,2021-12-11,2023-11-10,100,,2020-11-13,2020-12-11,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20260825000349,CB,2026-08-20,무기명식 이권부 무보증 사모 전환사채,12000000000,4,4,2029-09-10,1519,100,2027-09-10,2029-08-10,1064,,2026-08-20,2026-09-10,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20200424000582,CB,2020-03-24,무기명식 사모 전환사채,10000000000,1,1.8,2023-04-24,1545,100,2021-04-24,2023-03-23,,,2020-03-24,2020-04-24,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20200424000590,CB,2020-03-24,무기명식 사모 전환사채,8000000000,1,1.9,2023-04-24,1545,100,2021-04-24,2023-03-23,,,2020-03-24,2020-04-24,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20200424000595,CB,2020-03-24,무기명식 사모 전환사채,1000000000,1,2,2023-04-24,1545,100,2021-04-24,2023-03-23,,,2020-03-24,2020-04-24,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20200424000599,CB,2020-03-24,무기명식 사모 전환사채,1000000000,1,2.1,2023-04-24,1545,100,2021-04-24,2023-03-23,,,2020-03-24,2020-04-24,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20201020000289,CB,2020-06-29,무기명식 무보증 사모 전환사채,10000000000,2,2,2023-10-20,3340,100,2021-10-20,2023-09-19,2338,,2020-06-29,2020-10-20,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20250723000221,CB,2025-07-07,무기명식 이권부 무보증 사모 전환사채,10000000000,4,4,2028-07-25,385,100,2026-07-25,2028-06-25,270,,2025-06-27,2025-07-25,private
227950,"N2TECH CO.,LTD",(주)엔투텍,20260904000356,CB,2026-08-20,무기명식 무보증 공모 전환사채,2999000000,4,4,2029-10-08,1519,100,2026-11-08,2029-09-08,1064,,2026-10-08,2026-10-08,public
227950,"N2TECH CO.,LTD",(주)엔투텍,20200416000405,BW,2019-01-10,무기명식 무보증 사모 비분리 신주인수권부사채,9000000000,2,3,2022-04-16,1438,100,2020-04-16,2022-03-15,,,2019-01-10,2019-04-16,private
239890,"P&H TECH Co., Ltd.",(주)피엔에이치테크,20220527000441,CB,2022-05-27,"무기명식 무이권부 무보증 
사모 전환사채",20000000000,0,0,2027-05-31,25189,100,2023-05-31,2027-04-30,17633,,2022-05-31,2022-05-31,private
162300,"SHIN STEEL CO.,LTD.",주식회사 신스틸,20231027000483,CB,2023-10-27,무기명식 이권부 무보증 사모 전환사채,20000000000,0,0.5,2028-10-31,3040,100,2024-10-31,2028-09-30,2435,,2023-10-31,2023-10-31,private
162300,"SHIN STEEL CO.,LTD.",주식회사 신스틸,20251021000246,CB,2025-10-21,무기명식 무이권부 무보증 사모 전환사채,10000000000,0,0,2030-10-29,1968,100,2026-10-29,2030-09-29,,,2025-10-21,2025-10-29,private
382150,"Oncocross Co.,Ltd.",주식회사 온코크로스,20250721000245,CB,2025-07-21,무기명식 이권부 무보증 사모 전환사채,12500000000,0,2,2030-07-25,11436,100,2026-07-25,2030-06-25,8006,,2025-07-25,2025-07-25,private
382150,"Oncocross Co.,Ltd.",주식회사 온코크로스,20260130000682,CB,2026-01-30,무기명식 이권부 무보증 사모 전환사채,7000000000,0,2,2031-02-09,11436,100,2027-02-09,2031-01-09,8006,,2026-02-09,2026-02-09,private
355690,"ATUM CO., LTD.",(주)에이텀,20250429000931,CB,2025-04-28,국내 무기명식 이권부 무보증 사모 전환사채,1000000000,0,4,2028-04-29,6471,100,2026-04-29,2028-03-29,4530,,2025-04-29,2025-04-29,private
355690,"ATUM CO., LTD.",(주)에이텀,20250124000767,CB,2025-01-24,국내 무기명식 이권부 무보증 사모 전환사채,1500000000,0,2,2028-02-03,6420,100,2026-02-03,2028-01-03,4494,,2025-02-03,2025-02-03,private
355690,"ATUM CO., LTD.",(주)에이텀,20250226005562,CB,2025-02-24,국내 무기명식 이권부 무보증 사모 전환사채,4000000000,0,2,2028-02-27,7231,100,2026-02-27,2028-01-27,5062,,2025-02-26,2025-02-27,private
355690,"ATUM CO., LTD.",(주)에이텀,20250227002414,CB,2025-02-24,국내 무기명식 이권부 무보증 사모 전환사채,1000000000,0,2,2028-02-27,7231,100,2026-02-27,2028-01-27,5062,,2025-02-26,2025-02-27,private
355690,"ATUM CO., LTD.",(주)에이텀,20251017000145,CB,2025-10-17,국내 무기명식 이권부 무보증 사모 전환사채,2000000000,0,2,2030-10-27,9501,100,2026-10-27,2030-09-27,6651,,2025-10-27,2025-10-27,private
355690,"ATUM CO., LTD.",(주)에이텀,20251017000142,CB,2025-10-17,국내 무기명식 이권부 무보증 사모 전환사채,2000000000,0,2,2030-10-27,9501,100,2026-10-27,2030-09-27,6651,,2025-10-27,2025-10-27,private
417860,OBZEN Inc.,오브젠 주식회사,20241111000215,CB,2024-11-11,무기명식 이권부 무보증 사모 전환사채,10000000000,0,2.2,2029-11-15,9923,100,2025-11-15,2029-10-15,6947,,2024-11-13,2024-11-15,private
417860,OBZEN Inc.,오브젠 주식회사,20251202000182,BW,2025-12-02,무기명식 무보증 비분리형사모 신주인수권부사채,10000000000,0,2.2,2030-12-11,14074,100,2026-12-11,2030-11-11,9852,,2025-12-03,2025-12-11,private
418250,"SecuLetter Co., Ltd.",시큐레터 주식회사,20260430001325,CB,2026-04-30,무기명식 이권부 무보증 사모 전환사채,2000000000,6,9,2031-05-08,1974,100,2027-05-08,2031-04-08,1382,,2026-05-08,2026-05-08,private
229640,LS Eco Energy Ltd.,엘에스에코에너지 주식회사,20260727000002,CB,2026-07-27,무이표부 무담보 사모 전환사채,30000000000,0,0,2031-08-04,48500,100,2029-08-04,2031-07-04,,,2026-08-04,2026-08-04,private
265520,Advanced Process Systems Corporation,에이피시스템(주),20240617000314,EB,2024-06-17,무기명식 이권부 무보증 사모 교환사채,7838610000,0,1,2027-06-19,30000,100,2024-07-19,2027-05-19,,"not applicable (EB is exchanged for already-issued shares, not newly issued)",2024-06-19,2024-06-19,private
448900,"PIM KOREA Co.,Ltd.",한국피아이엠(주),20260714000488,CB,2026-07-10,무기명식 이권부 무보증 사모 전환사채,40000000000,0,0,2031-07-20,54431,100,2027-07-20,2031-06-20,46267,,2026-07-20,2026-07-20,private
