ticker,name_en,name_ko,filing_id,filed_on,person_name,is_registered_officer,title,relationship,shares_held,shares_change,stake_pct,stake_change_pct
340360,DAVOLINK Inc.,주식회사 다보링크,20250507000686,2025-05-07,테라사이언스,,-,사실상지배주주,9264209,-3480275,21.07,-7.92
340360,DAVOLINK Inc.,주식회사 다보링크,20250703000374,2025-07-03,테라사이언스,,-,사실상지배주주,9475508,211299,21.55,0.48
340360,DAVOLINK Inc.,주식회사 다보링크,20250711000451,2025-07-11,이대성,unregistered,이사,-,198989,51829,0.45,0.12
340360,DAVOLINK Inc.,주식회사 다보링크,20250711000453,2025-07-11,이도원,unregistered,이사,-,201220,4220,0.45,0.01
340360,DAVOLINK Inc.,주식회사 다보링크,20250711000455,2025-07-11,주정덕,unregistered,이사,-,62000,-7051,0.14,-0.01
340360,DAVOLINK Inc.,주식회사 다보링크,20250811000495,2025-08-11,문의철,unregistered,전무이사,-,76476,-5000,0.17,-0.01
340360,DAVOLINK Inc.,주식회사 다보링크,20250829001968,2025-08-29,테라사이언스,,-,사실상지배주주,8798096,-677412,20.01,-1.54
340360,DAVOLINK Inc.,주식회사 다보링크,20250912000354,2025-09-12,주정덕,unregistered,이사,-,57000,-5000,0.12,-0.02
340360,DAVOLINK Inc.,주식회사 다보링크,20251028000443,2025-10-28,테라사이언스,,-,사실상지배주주,8498096,-300000,19.33,-0.68
340360,DAVOLINK Inc.,주식회사 다보링크,20251209000264,2025-12-09,지서현,,-,사실상지배주주,3530530,3530530,6.92,6.92
340360,DAVOLINK Inc.,주식회사 다보링크,20251222000351,2025-12-22,지서현,,-,사실상지배주주,3813859,283329,7.47,0.55
340360,DAVOLINK Inc.,주식회사 다보링크,20260116000309,2026-01-16,지서현,,-,사실상지배주주,3823859,10000,7.49,0.02
340360,DAVOLINK Inc.,주식회사 다보링크,20260317000741,2026-03-17,주정덕,unregistered,이사,-,10000,-47000,0.01,-0.11
340360,DAVOLINK Inc.,주식회사 다보링크,20260324000869,2026-03-24,이대성,unregistered,이사,-,172160,-26829,0.33,-0.06
340360,DAVOLINK Inc.,주식회사 다보링크,20260325000931,2026-03-25,문의철,unregistered,전무이사,-,66000,-10476,0.13,-0.01
340360,DAVOLINK Inc.,주식회사 다보링크,20260706000511,2026-07-06,테라사이언스,,-,사실상지배주주,5613226,-2884870,10.78,-8.55
340360,DAVOLINK Inc.,주식회사 다보링크,20260805000192,2026-08-05,지서현,,-,사실상지배주주,4453816,629957,8.55,1.06
382900,"Bumhan Fuel Cell Co.,Ltd.",범한퓨얼셀 주식회사,20251104000306,2025-11-04,김형석,unregistered,상무,-,1950,1950,0.02,0.02
382900,"Bumhan Fuel Cell Co.,Ltd.",범한퓨얼셀 주식회사,20260515002789,2026-05-15,김형석,registered,대표이사,-,1000,-950,0.01,-0.01
382900,"Bumhan Fuel Cell Co.,Ltd.",범한퓨얼셀 주식회사,20260604000028,2026-06-04,황순심,unregistered,이사,-,12547,12547,0.14,0.14
363250,"Genesystem Co., Ltd",주식회사 진시스템,20241206000038,2024-12-06,박영원,registered,상무이사,-,60000,16500,0.85,0.23
363250,"Genesystem Co., Ltd",주식회사 진시스템,20241206000043,2024-12-06,홍사철,registered,부사장,-,15002,4502,0.21,0.06
363250,"Genesystem Co., Ltd",주식회사 진시스템,20250702000223,2025-07-02,서유진,registered,대표이사,사실상지배주주,1093000,30000,15.52,0.3
363250,"Genesystem Co., Ltd",주식회사 진시스템,20260309001151,2026-03-09,에이치투자조합,,-,사실상지배주주,715138,715138,9.22,9.22
363250,"Genesystem Co., Ltd",주식회사 진시스템,20260324000216,2026-03-24,박영원,registered,상무이사,-,75006,15006,0.96,0.11
363250,"Genesystem Co., Ltd",주식회사 진시스템,20260407002143,2026-04-07,에이치투자조합,,-,사실상지배주주,1430276,715138,16.81,7.59
351320,"Nexa Dynamics Co., Ltd.",(주)넥사다이내믹스,20240927000295,2024-09-27,김민,registered,대표이사,-,83070,83070,0.38,0.38
351320,"Nexa Dynamics Co., Ltd.",(주)넥사다이내믹스,20241010000132,2024-10-10,김민,registered,대표이사,-,105000,21930,0.48,0.1
351320,"Nexa Dynamics Co., Ltd.",(주)넥사다이내믹스,20241017000184,2024-10-17,김민,registered,대표이사,-,117440,12440,0.53,0.05
351320,"Nexa Dynamics Co., Ltd.",(주)넥사다이내믹스,20250327000433,2025-03-27,글로벌씨앤디,,-,사실상지배주주,1831078,1831078,8.32,8.32
351320,"Nexa Dynamics Co., Ltd.",(주)넥사다이내믹스,20250821000625,2025-08-21,글로벌씨앤디,,-,사실상지배주주,8638944,6807866,29.97,21.65
388050,G2Power Co. Ltd,지투파워(주),20241007000023,2024-10-07,김영일,registered,대표이사 회장,10%이상주주,4117500,10000,22.01,-0.54
388050,G2Power Co. Ltd,지투파워(주),20241031000096,2024-10-31,장철수,registered,대표이사 사장,-,2000,-2200,0.01,-0.01
388050,G2Power Co. Ltd,지투파워(주),20241115000187,2024-11-15,장철수,registered,대표이사 사장,-,0,-2000,0,-0.01
388050,G2Power Co. Ltd,지투파워(주),20241219000520,2024-12-19,김영일,registered,대표이사 회장,10%이상주주,4284308,166808,22.9,0.89
388050,G2Power Co. Ltd,지투파워(주),20241219000499,2024-12-19,김동현,registered,이사,-,1786206,111206,9.55,0.36
388050,G2Power Co. Ltd,지투파워(주),20250205000395,2025-02-05,김경호,unregistered,이사,-,0,-18298,0,-0.1
388050,G2Power Co. Ltd,지투파워(주),20250205000405,2025-02-05,이길주,unregistered,이사,-,0,-15294,0,-0.09
388050,G2Power Co. Ltd,지투파워(주),20250220001673,2025-02-20,장철수,registered,대표이사 사장,-,1595,1595,0.01,0.01
388050,G2Power Co. Ltd,지투파워(주),20250220001443,2025-02-20,이동준,unregistered,부사장,-,1662,1662,0.01,0.01
388050,G2Power Co. Ltd,지투파워(주),20250220001418,2025-02-20,박만식,unregistered,전무,-,1710,1710,0.01,0.01
388050,G2Power Co. Ltd,지투파워(주),20250220001396,2025-02-20,김태경,unregistered,상무,-,1230,1230,0.01,0.01
388050,G2Power Co. Ltd,지투파워(주),20250220001369,2025-02-20,손영석,unregistered,상무,-,692,692,0,0
388050,G2Power Co. Ltd,지투파워(주),20250220001326,2025-02-20,백호종,unregistered,상무,-,1042,1042,0.01,0.01
388050,G2Power Co. Ltd,지투파워(주),20250220001738,2025-02-20,최문구,unregistered,전무이사,-,1203,1203,0.01,0.01
388050,G2Power Co. Ltd,지투파워(주),20250220001867,2025-02-20,김영일,registered,대표이사 회장,10%이상주주,4285120,812,22.9,0
388050,G2Power Co. Ltd,지투파워(주),20250220001760,2025-02-20,김동현,registered,부사장,-,1787282,1076,9.55,0
388050,G2Power Co. Ltd,지투파워(주),20250528000578,2025-05-28,박만식,unregistered,전무,-,1210,-500,0.01,0
388050,G2Power Co. Ltd,지투파워(주),20250528000567,2025-05-28,장철수,registered,대표이사 사장,-,295,-1300,0,-0.01
388050,G2Power Co. Ltd,지투파워(주),20250530002496,2025-05-30,김태경,unregistered,상무,-,0,-1230,0,-0.01
388050,G2Power Co. Ltd,지투파워(주),20250530002585,2025-05-30,백호종,unregistered,상무,-,0,-1042,0,-0.01
388050,G2Power Co. Ltd,지투파워(주),20250530002568,2025-05-30,손영석,unregistered,상무,-,0,-692,0,0
388050,G2Power Co. Ltd,지투파워(주),20250530002445,2025-05-30,최문구,unregistered,전무이사,-,0,-1203,0,-0.01
388050,G2Power Co. Ltd,지투파워(주),20250716000222,2025-07-16,김영일,registered,대표이사 회장,10%이상주주,4099120,-186000,21.91,-0.99
388050,G2Power Co. Ltd,지투파워(주),20250716000228,2025-07-16,김동현,registered,부사장,-,1601282,-186000,8.56,-0.99
388050,G2Power Co. Ltd,지투파워(주),20260123000417,2026-01-23,장철수,registered,대표이사 사장,-,0,-295,0,0
388050,G2Power Co. Ltd,지투파워(주),20260202000546,2026-02-02,이광진,unregistered,상무,-,1399,1399,0.01,0.01
388050,G2Power Co. Ltd,지투파워(주),20260202000567,2026-02-02,이길주,unregistered,상무,-,1000,1000,0.01,0.01
353810,"EASY BIO, Inc.",(주)이지바이오,20250609000221,2025-06-09,황일환,registered,대표이사,-,110000,10000,0.33,0.04
455180,"KGA CO., LTD",케이지에이(주),20250623000236,2025-06-23,탑머티리얼,,-,10%이상주주,1787151,1787151,14.78,14.78
455180,"KGA CO., LTD",케이지에이(주),20250623000347,2025-06-23,조성수,unregistered,이사,-,4200,4200,0.03,0.03
455180,"KGA CO., LTD",케이지에이(주),20250624000003,2025-06-24,문용정,unregistered,상무이사,-,19200,19200,0.16,0.16
455180,"KGA CO., LTD",케이지에이(주),20250624000004,2025-06-24,김혜령,unregistered,상무이사,-,19422,19422,0.16,0.16
455180,"KGA CO., LTD",케이지에이(주),20250624000005,2025-06-24,허진우,unregistered,상무이사,-,4200,4200,0.03,0.03
455180,"KGA CO., LTD",케이지에이(주),20250624000006,2025-06-24,김기태,registered,상무이사,-,24000,24000,0.2,0.2
455180,"KGA CO., LTD",케이지에이(주),20250624000019,2025-06-24,이성일,registered,부사장,-,24000,24000,0.2,0.2
455180,"KGA CO., LTD",케이지에이(주),20250624000002,2025-06-24,장창수,unregistered,상무이사,-,24000,24000,0.2,0.2
455180,"KGA CO., LTD",케이지에이(주),20250624000001,2025-06-24,반영철,unregistered,이사,-,19200,19200,0.16,0.16
455180,"KGA CO., LTD",케이지에이(주),20250624000029,2025-06-24,김옥태,registered,대표이사,사실상지배주주,2501994,2501994,20.69,20.69
455180,"KGA CO., LTD",케이지에이(주),20251014000379,2025-10-14,문용정,unregistered,상무이사,-,51300,32100,0.41,0.26
455180,"KGA CO., LTD",케이지에이(주),20251014000388,2025-10-14,반영철,unregistered,이사,-,51300,32100,0.41,0.26
455180,"KGA CO., LTD",케이지에이(주),20251014000394,2025-10-15,이성일,registered,부사장,-,73389,49389,0.58,0.39
455180,"KGA CO., LTD",케이지에이(주),20260611000283,2026-06-11,김옥태,registered,대표이사,10%이상주주,2540927,38933,18.2,-2.49
455180,"KGA CO., LTD",케이지에이(주),20260615000219,2026-06-15,윤천주,unregistered,상무이사,-,5000,5000,0.04,0.04
455180,"KGA CO., LTD",케이지에이(주),20260619000296,2026-06-19,김옥태,registered,대표이사,10%이상주주,2578994,38067,18.48,0.28
455180,"KGA CO., LTD",케이지에이(주),20260630000348,2026-06-30,장창수,unregistered,상무이사,-,27000,3000,0.19,-0.01
455180,"KGA CO., LTD",케이지에이(주),20260630000358,2026-06-30,이성일,registered,부사장,-,77189,3800,0.55,-0.03
455180,"KGA CO., LTD",케이지에이(주),20260630000371,2026-06-30,김기태,registered,상무이사,-,39013,15013,0.28,0.08
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241104000226,2024-11-04,김창구,registered,대표이사,사실상지배주주,3883726,3883726,16.22,16.22
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241104000229,2024-11-04,김경필,registered,부사장,-,143000,143000,0.6,0.6
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241104000234,2024-11-04,황서연,registered,이사,-,33000,33000,0.14,0.14
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241104000239,2024-11-04,박상균,unregistered,상무이사,-,44000,44000,0.18,0.18
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241104000240,2024-11-04,박춘성,unregistered,상무이사,-,164483,164483,0.69,0.69
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241118000077,2024-11-18,김경필,registered,부사장,-,202400,59400,0.82,0.22
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241118000079,2024-11-18,황서연,registered,이사,-,38200,5200,0.16,0.02
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241118000083,2024-11-18,구성희,unregistered,전무,-,33000,33000,0.13,0.13
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241118000090,2024-11-18,박상균,unregistered,상무,-,66000,22000,0.27,0.09
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20241118000093,2024-11-18,박춘성,unregistered,상무이사,-,186483,22000,0.76,0.07
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20250224001804,2025-02-24,황서연,registered,이사,-,66000,27800,0.27,0.11
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20250625000222,2025-06-25,구성희,unregistered,전무,-,66000,33000,0.27,0.14
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20250625000220,2025-06-25,김경필,registered,대표이사,-,228800,26400,0.92,0.1
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251001000267,2025-10-01,박상균,unregistered,상무,-,143000,77000,0.57,0.3
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251002000074,2025-10-02,유병은,unregistered,이사,-,23100,23100,0.09,0.09
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251104000218,2025-11-04,박춘성,unregistered,상무이사,-,207531,21048,0.83,0.07
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251230000657,2025-12-30,박상균,unregistered,상무,-,73000,-70000,0.29,-0.28
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251230000635,2025-12-30,박춘성,unregistered,상무이사,-,137531,-70000,0.55,-0.28
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251230000618,2025-12-30,유병은,unregistered,이사,-,16216,-6884,0.06,-0.03
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251230000588,2025-12-30,황서연,registered,이사,-,27800,-38200,0.11,-0.16
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251230000672,2025-12-30,구성희,unregistered,전무,-,36000,-30000,0.14,-0.13
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20251230000564,2025-12-30,김경필,registered,대표이사,-,0,-228800,0,-0.92
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260420000377,2026-04-20,황서연,registered,상무,-,80050,52250,0.31,0.2
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260420000394,2026-04-20,박춘성,registered,상무,-,153481,15950,0.6,0.05
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260420000418,2026-04-20,박상균,unregistered,상무,-,81250,8250,0.32,0.03
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260420000407,2026-04-20,구성희,unregistered,전무,-,54150,18150,0.21,0.07
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260420000400,2026-04-20,이용진,unregistered,상무,-,6600,6600,0.03,0.03
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260420000397,2026-04-20,김정희,unregistered,이사,-,23100,23100,0.09,0.09
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260729000370,2026-07-29,황서연,registered,상무,-,97326,17276,0.32,0.01
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260729000378,2026-07-29,박춘성,registered,상무,-,186604,33123,0.6,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260729000382,2026-07-29,김정희,unregistered,이사,-,28085,4985,0.09,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260729000394,2026-07-29,이용진,unregistered,상무,-,8024,1424,0.03,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260729000404,2026-07-29,구성희,unregistered,전무,-,65836,11686,0.21,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260729000413,2026-07-29,박상균,unregistered,상무,-,98785,17535,0.32,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260729000507,2026-07-29,김창구,registered,대표이사,사실상지배주주,4721894,838168,15.29,-0.93
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260803000290,2026-08-03,김창구,registered,대표이사,사실상지배주주,3967542,-754352,12.85,-2.44
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260807000670,2026-08-07,박상균,unregistered,상무,-,89250,-9535,0.29,-0.03
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260807000676,2026-08-07,박춘성,registered,상무,-,163481,-23123,0.53,-0.07
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260807000696,2026-08-07,김정희,unregistered,이사,-,26959,-1126,0.09,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260807000685,2026-08-07,구성희,unregistered,전무,-,61984,-3852,0.2,-0.01
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260807000680,2026-08-07,황서연,registered,상무,-,90050,-7276,0.29,-0.03
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260828001454,2026-08-28,김창구,registered,대표이사,사실상지배주주,3984305,16763,12.87,0.02
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260828001462,2026-08-28,박상균,unregistered,상무,-,90850,1600,0.29,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260828001516,2026-08-28,김정희,unregistered,이사,-,23100,-3859,0.07,-0.02
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260828001477,2026-08-28,박춘성,registered,상무,-,163481,0,0.53,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260828001494,2026-08-28,황서연,registered,상무,-,90050,0,0.29,0
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260828001504,2026-08-28,구성희,unregistered,전무,-,63550,1566,0.21,0.01
466100,"CLOBOT Co., Ltd.",주식회사 클로봇,20260828001532,2026-08-28,이용진,unregistered,상무,-,8308,284,0.03,0
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20241025000452,2024-10-25,이제중,registered,대표이사,사실상지배주주,2142000,-150000,9.32,-0.65
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20250313001119,2025-03-13,이제중,registered,대표이사,사실상지배주주,2143500,1500,9.32,0
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20250313001127,2025-03-13,정성창,registered,부사장,-,2000,1000,0,0
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20250415000188,2025-04-15,이정민,unregistered,전무,-,192517,192517,0.83,0.83
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20260108000614,2026-01-08,서민수,unregistered,상무,-,400,400,0,0
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20260108000617,2026-01-08,김상기,unregistered,전무,-,1928,1928,0.01,0.01
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20260108000616,2026-01-08,김경근,unregistered,전무,-,1118,1118,0,0
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20260327001034,2026-03-27,정성창,registered,부사장,-,3000,1000,0.01,0.01
323990,Vaxcell-Bio Therapeutics,주식회사 박셀바이오,20260327001038,2026-03-27,이제중,registered,대표이사,사실상지배주주,2144500,1000,9.22,-0.1
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240910000022,2024-09-10,노태문,registered,사장,-,23000,5000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240912000066,2024-09-12,박학규,registered,사장,-,34000,6000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240919000037,2024-09-19,정용준,unregistered,부사장,-,3000,1000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240919000124,2024-09-19,이종우,unregistered,상무,-,1149,749,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240920000400,2024-09-20,이영희,unregistered,사장,-,5000,5000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240920000060,2024-09-20,손태용,unregistered,부사장,-,1500,1500,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240920000407,2024-09-20,용석우,unregistered,사장,-,3000,3000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240920000424,2024-09-20,김대주,unregistered,부사장,-,5000,5000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240920000459,2024-09-23,최주호,unregistered,부사장,-,2900,1500,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240923000118,2024-09-23,박순철,unregistered,부사장,-,3000,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240924000044,2024-09-24,안재용,unregistered,상무,-,1200,700,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240925000019,2024-09-25,윤성호,unregistered,상무,-,100,100,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240925000315,2024-09-25,김병도,unregistered,부사장,-,1200,1200,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240926000132,2024-09-26,윤준오,unregistered,상무,-,3000,3000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240926000422,2024-09-26,김수목,unregistered,사장,-,10000,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000339,2024-09-27,최경식,unregistered,사장,-,15000,10000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000721,2024-09-27,전영현,unregistered,부회장,-,17000,5000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000921,2024-09-27,윤주한,unregistered,부사장,-,1060,400,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000780,2024-09-27,윤태양,unregistered,부사장,-,4950,700,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000772,2024-09-27,최완우,unregistered,부사장,-,3500,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000769,2024-09-27,김홍경,unregistered,부사장,-,16950,3000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000733,2024-09-27,이정배,registered,사장,-,21800,3000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000749,2024-09-27,최시영,unregistered,사장,-,13250,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000763,2024-09-27,남석우,unregistered,사장,-,15400,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20240927000768,2024-09-27,송재혁,unregistered,사장,-,9300,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241004000221,2024-10-04,박용인,unregistered,사장,-,3000,3000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241004000101,2024-10-04,박형신,unregistered,상무,-,761,-500,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241008000079,2024-10-08,최진혁,unregistered,부사장,-,6000,3000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241010000138,2024-10-10,박훈철,unregistered,상무,-,1250,357,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241010000141,2024-10-10,박훈철,unregistered,상무,-,1250,357,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241011000141,2024-10-11,노태문,registered,사장,-,28000,5000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241011000243,2024-10-11,김한조,registered,사외이사,-,6985,3330,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241015000028,2024-10-15,반효동,unregistered,부사장,-,6500,2000,0.000105,0.00003
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241015000367,2024-10-15,임전식,unregistered,상무,-,200,200,2.944e-8,2.944e-8
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241015000467,2024-10-16,황상준,unregistered,부사장,-,1700,1700,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241016000074,2024-10-16,안재용,unregistered,상무,-,2000,800,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241018000480,2024-10-18,김수목,unregistered,사장,-,12000,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241022000099,2024-10-22,황보용,unregistered,상무,-,3600,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241024000436,2024-10-24,박승희,unregistered,사장,-,3000,3000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241025000521,2024-10-25,최경식,unregistered,사장,-,19000,4000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241029000077,2024-10-29,김동욱,unregistered,부사장,-,7300,1300,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241029000253,2024-10-29,최청호,unregistered,상무,-,1500,500,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241029000438,2024-10-29,조영준,unregistered,부사장,-,2200,200,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241030000189,2024-10-30,김원경,unregistered,사장,-,2000,1000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241031000190,2024-10-31,조미선,unregistered,상무,-,567,567,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241101000042,2024-11-01,민현진,unregistered,상무,-,1581,265,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241111000015,2024-11-11,민현진,unregistered,상무,-,1781,200,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241111000264,2024-11-11,안중현,unregistered,사장,-,10000,10000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241114001951,2024-11-14,윤준오,unregistered,상무,-,4000,1000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241115000078,2024-11-15,조미선,registered,상무,-,2053,720,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241118000053,2024-11-18,이재호,unregistered,상무,-,111,20,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241118000335,2024-11-18,최철환,unregistered,상무,-,621,220,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241119000077,2024-11-19,박철웅,unregistered,상무,-,1001,1001,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241119000025,2024-11-19,김원경,unregistered,사장,-,3000,1000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241119000208,2024-11-19,신현진,unregistered,부사장,-,980,980,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241120000047,2024-11-20,반효동,unregistered,부사장,-,7500,1000,0.000125,0.00002
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241121000004,2024-11-21,박정호,unregistered,상무,10%이상주주,1180,1180,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241122000582,2024-11-22,김용관,unregistered,부사장,-,14300,10000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241125000224,2024-11-25,박병수,unregistered,상무,-,2000,2000,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241127000020,2024-11-27,정연일,unregistered,상무,-,1500,1500,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241202000154,2024-12-02,조성욱,unregistered,상무,-,213,213,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241203000087,2024-12-03,고상도,unregistered,상무,-,20,20,0,0
005930,"SAMSUNG ELECTRONICS CO,.LTD",삼성전자(주),20241203000114,2024-12-03,성종훈,unregistered,상무,-,400,400,100,100
