wikidata_q,name,born,kind,is_group,schools,school_count,wikipedia_editions,label_has_hangul
Q12594099,Loco,1989-12-25,music,no,Hongik University,1,14,no
Q12594371,Rimi,1988-03-19,music,yes,Sungkonghoe University,1,1,no
Q12594445,Rich,1985-07-27,music,no,,0,1,no
Q12595008,Maeng Yu-na,1989-10-28,music,no,,0,3,no
Q12596230,Min Seo hyeon,1986-04-10,acting,no,Konkuk University,1,2,no
Q12596239,Yoon Son-ga,1986-05-20,acting,no,Chungshin Girls' High School,1,1,no
Q12596424,Barbara,1988-01-08,music,no,,0,1,no
Q12596468,Park Ga Won,1985-08-15,acting,no,Korea National University of Arts | Seoul Arts High School,2,1,no
Q12596520,Park Kyoo-sun,1985-03-28,acting,no,Yeoju Institute of Technology,1,2,no
Q496846,Lee Joon,1988-02-07,both,yes,Kyung Hee Cyber University | Seoul Arts High School,2,25,no
Q497477,Kim Joo-ri,1988-05-21,acting,no,Sunhwa Arts High School | Sunhwa Art Middle school,2,11,no
Q498071,Kim Sung-hee,1989-05-17,music,yes,Cheongdam Middle School,1,4,no
Q498113,Joo Won,1987-09-30,both,no,Sungkyunkwan University,1,20,no
Q12613299,Jang Ah-young,1989-06-03,acting,no,Dongguk University,1,4,no
Q12614010,Onestar,1989-02-08,music,yes,Busan International High School | Isabelle Middle School | Busanjin Elementary School,3,4,no
Q12614205,Zion.T,1989-04-13,music,no,Hwagok High School,1,17,no
Q12614725,Jang Jinhee,1985-04-21,acting,no,,0,1,no
Q12614762,장포크,1986-06-19,music,no,,0,1,yes
Q12615198,Jeon So-min,1986-04-07,acting,no,Dongduk Women's University,1,21,no
Q621380,Yoo So-young,1986-03-29,both,yes,Chung-Ang University | National High School of Traditional Korean Arts,2,15,no
Q623450,Seo Woo,1985-07-07,acting,no,Konkuk University,1,17,no
Q626531,Song Ha-yoon,1986-12-02,acting,no,Apgujeong High School | Jungwon High School | Banpo High School | Bumyung Middle School | Sindo Elementary School,5,21,no
Q626696,Sunwook Kim,1988-04-22,music,no,,0,8,no
Q626984,Tymee,1985-12-06,other,no,,0,4,no
Q1256793,Kim Jun-hyung,1988-03-04,acting,no,Chung-Ang University,1,2,no
Q12612776,이지수 (가수),1989-03-23,music,no,,0,1,yes
Q12612849,Lee Chan-ho,1989-01-08,acting,no,,0,1,no
Q12613091,Lee Hae-in,1986-04-19,both,yes,Seoul Arts College,1,11,no
Q12613153,Lee Hyun-ji,1987-01-19,both,no,Sehwa Girls' High School | Seoul Banpo Elementary School | Sewha Girls' Middle School,3,6,no
Q12608095,Okasian,1987-03-11,music,no,,0,5,no
Q12608484,Wang Ji-won,1988-11-12,acting,no,Korea National University of Arts | Royal Ballet School | Sunhwa Art Middle school,3,12,no
Q12608592,Yoari,1987-10-03,music,no,,0,1,no
Q12608948,우이경,1987-12-26,music,no,Howon University,1,1,yes
Q12609512,Whale,1985-03-06,music,yes,,0,2,no
Q12609847,U Sung-eun,1989-04-26,music,no,Howon University,1,11,no
Q12609858,유수정,1987-10-11,acting,no,Mokwon University,1,1,yes
Q12609882,유신 (가수),1985-01-29,music,no,,0,1,yes
Q12609931,유원 (가수),1985-11-04,music,no,Baekseok Arts University,1,1,yes
Q12610323,Yoon Se-in,1987-01-18,acting,no,Sungkyunkwan University,1,2,no
Q12610397,Yun I-na,1988-12-03,acting,no,,0,1,no
Q495577,G-Dragon,1988-08-18,music,yes,Sejong University | Kyung Hee University,2,43,no
Q496018,Kim Hye-seong,1988-01-14,acting,no,,0,16,no
Q494346,Han Hyo-joo,1987-02-22,acting,no,Dongguk University,1,40,no
Q12596525,Park Geu-ri-na,1985-01-08,acting,no,Dongduk Women's University,1,9,no
Q12596794,Park Sujin,1987-12-02,music,no,,0,1,no
Q12596857,Park Ah-in,1985-02-12,acting,no,Chung-Ang University,1,9,no
Q12596915,Park Ye-ju,1987-05-27,acting,no,Konkuk University,1,2,no
Q12597061,Park Jeong-min,1987-03-24,acting,no,Korea University | Korea National University of Arts | Hanil High School | Jungtap Elementary School | Hatap Middle School,5,20,no
Q494116,Jung Il-woo,1987-09-09,acting,no,Hanyang University | Seoul Institute of the Arts | Sungnam Middle School | Youngdeungpo High School | Seoul Daelim Elementary School,5,27,no
Q494123,Shin So-yul,1985-08-05,acting,no,Kookmin University | Kyeongin Middle School,2,15,no
Q494222,Lee Sungmin,1986-01-01,both,yes,Myongji University,1,23,no
Q625503,Taegoon,1986-01-17,music,no,Korea National University of Arts,1,4,no
Q626349,Kim Isak,1985-05-25,both,yes,,0,7,no
Q626426,Kwak Ji-min,1985-02-13,acting,no,Chung-Ang University,1,11,no
Q10905241,Kim Yoon-seo,1986-03-28,acting,no,Dankook University,1,14,no
Q10920433,Go Woo-ri,1988-02-22,both,yes,Korea National Sport University,1,17,no
Q11060857,Choi Yoon-young,1986-09-25,acting,no,Dankook University,1,15,no
Q12611816,E Sens,1987-02-09,music,yes,Dukwon High School,1,9,no
Q130884,Hwang Kwanghee,1988-08-25,both,yes,Digital Seoul Culture Arts University,1,15,no
Q140099,Hahm Eun-jung,1988-12-12,both,yes,Dongguk University,1,30,no
Q11266510,Lee Eun-mi,1987-01-17,music,yes,,0,2,no
Q11287845,Lee Te-Gang,1986-01-30,acting,no,,0,1,no
Q11572324,Hyunri,1986-12-18,acting,no,Aoyama Gakuin University,1,4,no
Q11592346,Han Hye-rin,1988-11-06,acting,no,Dongduk Women's University,1,14,no
Q11682535,Lee Chae-won,1989-02-27,acting,no,,0,2,no
Q12588589,Jung Heon,1987-05-03,acting,no,Myongji High School,1,6,no
Q12588745,Kim Ju-hyeon,1987-10-16,music,no,,0,2,no
Q12588889,Kim Jin-ho,1986-05-21,music,yes,Kyung Hee University,1,7,no
Q12589110,김하람,1989-01-14,music,no,,0,1,yes
Q12589558,Navi,1986-03-22,music,no,Dongduk Women's University,1,1,no
Q12589753,Nam Kjong-min,1987-10-27,acting,no,Seokyeong University,1,2,no
Q12589890,남승희,1987-10-05,music,no,,0,1,yes
Q12590427,No Eul,1989-05-10,both,yes,Seongdong Global Business High School,1,4,no
Q12590483,No Hjong-uk,1985-11-21,acting,no,Mapo High School,1,2,no
Q12590923,Dr.Simpson,1988-08-10,music,no,Korean Minjok Leadership Academy,1,1,no
Q12591038,달짜,1986-07-01,music,no,,0,1,yes
Q9373001,Han Bo-reum,1987-02-12,acting,no,,0,17,no
Q9441142,Jin Hyuk,1987-05-02,acting,no,Hongik University,1,2,no
Q10321830,Woo Ji-hae,1989-05-14,music,yes,Sungkyunkwan University,1,3,no
Q10746225,NAVID,1986-11-16,music,no,,0,2,no
Q10855828,Kim Sae-rom,1987-10-02,acting,no,Jeodong High School | Sungshin Girls' Middle School,2,7,no
Q10855849,Kim Yeonji,1986-10-30,music,yes,Kyung Hee University | Pyeongchon Management High School,2,8,no
Q12587298,Kim Deanna,1987-07-19,music,no,Joongbu University,1,1,no
Q12587513,Kim Bo-mi,1987-05-15,acting,no,Sejong University,1,12,no
Q12588125,Kim Ye-won,1987-12-11,acting,no,Chung-Ang University | Daepyeong Middle School | Dongwoo Girls' High School | Jeongja Elementary School,4,18,no
Q496324,Kim Bum,1989-07-07,both,no,Chung-Ang University | Kyungbock High School | Ewha Womans University Middle School,3,37,no
Q496413,Park Ha-sun,1987-10-22,acting,no,Dongguk University | Songgok Girls' High School | Seoul Junghwa Elementary School,3,20,no
Q496433,Kim So-eun,1989-09-06,acting,no,Chung-Ang University,1,27,no
Q623660,Wang Ji-hye,1985-12-29,acting,no,"Konkuk University | Garam High School Attached to College of Education, Dongguk University",2,13,no
Q624290,Nam Bo-ra,1989-11-27,acting,no,Dongduk Women's University | Ewha Girls' High School | Sungil Middle School,3,16,no
Q495352,Yunho,1986-02-06,both,yes,Myongji University,1,25,no
Q495571,T.O.P,1987-11-04,both,yes,Dankook University,1,38,no
Q495020,Han Seung-yeon,1988-07-24,both,yes,Kyung Hee University | Tenafly High School,2,27,no
Q496491,Kim Soo-hyun,1988-02-16,both,no,Chung-Ang University | Joongdong High School,2,52,no
Q12618047,Ji Il-ju,1985-11-07,acting,no,Chung-Ang University | Seoul Institute of the Arts,2,10,no
Q12618077,Ji Ju-yeon,1986-02-08,acting,no,Seoul National University,1,7,no
Q12618118,Lee Ji-hoon,1988-10-29,acting,no,Hallym University,1,11,no
Q12618237,Jin Bora,1987-11-14,music,no,,0,3,no
Q12610413,Jane Yoon,1988-11-22,acting,no,University of Toronto,1,1,no
Q12610440,Yoon Joo,1989-12-04,acting,no,Suwon Women's University,1,6,no
Q12610816,Lee Ga-hyun,1988-05-18,acting,no,Dongguk University,1,6,no
Q12610822,이가희,1985-04-27,music,no,,0,1,yes
Q12610821,Lee Ga-heun,1986-04-04,acting,no,Sangmyung University,1,1,no
Q12611163,Lee Da-in,1985-03-25,acting,no,,0,9,no
Q12598364,보배 (가수),1985-08-07,music,no,Chugye University for the Arts,1,1,yes
Q12599373,비 스윗,1986-02-24,music,no,,0,1,yes
Q7497227,Shin Soohyun,1989-03-11,both,yes,Pai Chai University,1,5,no
Q8977424,Song Eun-chae,1986-04-15,both,no,Seoul Institute of the Arts,1,10,no
Q8978582,Kim Bo-hyung,1989-03-31,both,yes,Dongduk Women's University,1,10,no
Q8985180,Lee Jin-sung,1985-02-27,music,yes,Kyung Hee University | Sanggye High School,2,5,no
Q9006285,Ahn Jae-hyun,1987-07-01,acting,no,Sunjung High School | Yonchon Middle School,2,24,no
Q12597220,Park Jin-joo,1988-12-24,both,no,Seoul Institute of the Arts | Mokpo Jeongmyng Girls' High School,2,18,no
Q12598110,Beige,1986-10-11,music,no,Dankook University,1,2,no
Q496580,Yubin,1988-10-04,both,yes,Myongji University | Leland High School,2,22,no
Q496814,Yoon So-yi,1985-01-05,acting,no,Dongguk University,1,15,no
Q129471,Juno,1986-12-15,both,no,Dong-eui University | Hanseo High School,2,7,no
Q129652,Seo Jun-young,1987-04-24,acting,no,Inha University,1,12,no
Q12582951,강소영,1986-09-11,music,no,Daekyeung University,1,1,yes
Q12583111,강지혜,1985-02-18,music,no,,0,1,yes
Q12585508,Goo Jae-yee,1986-02-28,acting,no,Ewha Womans University | Seoul Arts High School,2,9,no
Q12585530,Guzalya Saidahmadovna Tursunova,1985-04-25,acting,no,Yonsei University | Korea University,2,1,no
Q12586751,Ki Eun-se,1985-04-08,acting,no,Baekseok University,1,3,no
Q12586825,Gilme,1985-04-10,music,no,Daegu Catholic University,1,5,no
Q12586851,Gil Hak-mi,1989-02-18,music,no,,0,2,no
Q12586858,Kim Ga-eun,1989-01-08,acting,no,Kookmin University | Changduk Girls' High School,2,16,no
Q12599520,Beenzino,1987-09-12,music,yes,Seoul National University | Seoul Arts High School,2,10,no
Q232449,BoA,1986-11-05,both,yes,Korea Kent Foreign School,1,56,no
Q153725,Jung Yong-hwa,1989-06-22,both,yes,Kyung Hee Cyber University,1,22,no
Q153737,Lee Min-ki,1985-01-16,both,no,Konkuk University,1,18,no
Q153773,Heo Young-saeng,1986-11-03,both,yes,Dong Seoul University | Hyundai Senior High School,2,17,no
Q498399,Lee Tae-sung,1985-04-21,acting,no,Daeduk University,1,14,no
Q559542,Hong In-young,1985-10-27,acting,no,Daejin University,1,7,no
Q596923,Raina,1989-05-07,music,yes,Howon University | Korea Art High School | Sungkwang Girls' High School | Samho Middle School | Mu-geo Elementary School,5,20,no
Q616590,Park Se-young,1988-07-30,acting,no,Sangmyung University | Anyang Arts High School | Balsan Middle School,3,19,no
Q12618314,Jinyu Kim,1987-05-24,music,no,Dongguk University,1,1,no
Q12618505,차서린,1985-08-09,acting,no,Myungduk Girls' High School,1,1,yes
Q12618895,천수정,1985-08-05,music,no,Seoul Institute of the Arts,1,1,yes
Q12619138,청림,1986-02-06,music,no,Korea National University of Arts,1,1,yes
Q12619546,Choi Hee-seo,1986-12-24,acting,no,Yonsei University,1,17,no
Q12619754,Choi Yu-hwa,1985-10-10,acting,no,Hansung University,1,15,no
Q12619782,Choi Eun-seo,1988-02-21,acting,no,Hanyang University,1,1,no
Q12615202,Jeon Soo-jin,1988-11-08,acting,no,Konkuk University,1,11,no
Q12615700,정석,1989-09-03,music,no,,0,1,yes
Q12615894,Jeong Eun-seon,1987-04-22,music,no,Dongduk Women's University,1,1,no
Q12616015,Jung Joo-ri,1985-05-02,acting,no,Dongbo Elementary School | Dongducheon Girls' Middle School,2,1,no
Q12616045,정진우 (가수),1985-09-12,music,yes,Dong-Ah Institute of Media and Arts,1,1,yes
Q12616349,Jessi,1988-12-17,music,yes,,0,27,no
Q12598115,Basick,1986-08-12,music,no,Chung-Ang University,1,8,no
Q12969280,Jung Min-ji,1988-11-06,acting,no,Dongguk University,1,1,no
Q12970204,Ryang Ha,1987-09-04,music,yes,,0,0,no
Q12970841,Seo Hye Jin,1989-04-28,acting,no,Konkuk University,1,1,no
Q12970890,Yeum Seung-hyeon,1986-01-26,acting,no,Sangmyung University,1,1,no
Q13014534,Seo Ji-yeon,1986-11-11,acting,no,,0,2,no
Q13424956,Hong Ah-reum,1989-03-28,acting,no,Seoul Institute of the Arts,1,14,no
Q3704054,Lee Tae-im,1986-09-02,acting,no,Hanyang University,1,12,no
Q3788246,Claudia Kim,1985-01-25,acting,no,Ewha Womans University,1,35,no
Q12964836,Hyeon-jeong,1986-09-16,acting,no,,0,1,no
Q12965290,Ji Yu,1986-08-31,acting,no,,0,2,no
Q12965413,Ju Min-ha,1986-01-05,acting,no,Kookmin University,1,1,no
Q12966459,Kim Joo-young,1987-09-27,acting,no,Hankuk University of Foreign Studies,1,4,no
Q494351,Moon Chae-won,1986-11-13,acting,no,Sunhwa Arts High School | Chugye University for the Arts | Seoul Bongeun Elementary School | Cheongdam Middle School,4,24,no
Q494513,Lee Ae-jung,1987-03-17,acting,no,Hanyang University,1,9,no
Q494692,Onew,1989-12-14,both,yes,Chungwoon University,1,28,no
Q16182297,윤이나,1987-09-26,acting,no,,0,1,yes
Q16182740,Lim Yoon-ho,1989-10-20,acting,no,State University of New York,1,5,no
Q16182809,Hwang Bo-Mi,1989-07-19,acting,no,Dankook University,1,1,no
Q16182833,Jeong Dong-hyun,1988-01-09,acting,no,,0,2,no
Q16183190,Choi Su-im,1989-11-17,acting,no,Gugak National High School,1,1,no
Q16183295,한가은,1986-10-09,music,no,,0,1,yes
Q16183305,한기원,1987-12-30,acting,no,,0,1,yes
Q16183607,Ji So Yun,1986-06-07,acting,no,Sungkyunkwan University,1,1,no
Q16183615,Jinon,1989-07-13,music,yes,,0,2,no
Q16183685,Hwang Ha-na,1988-04-23,acting,no,,0,1,no
Q16189173,Ju Bo-bi,1989-10-12,acting,no,,0,1,no
Q16232169,Joanne,1988-09-28,music,no,Sungkyunkwan University,1,3,no
Q16260226,Jeon Ji-hoo,1985-10-22,acting,no,,0,4,no
Q16261550,박초은,1985-06-06,acting,no,,0,1,yes
Q16080075,Kong La-hee,1989-01-24,acting,no,Yonsei University,1,1,no
Q16080138,금단비,1989-01-31,music,yes,Howon University,1,1,yes
Q16080205,Kim Dong-hyun,1989-02-12,both,yes,Myongji University,1,8,no
Q16080243,Kim Sa-eun,1985-04-08,music,no,Dongduk Women's University,1,3,no
Q16080290,Kim So-jung,1989-06-02,music,no,KAIST,1,3,no
Q16080346,김유영,1986-12-13,acting,no,Dongseo University,1,1,yes
Q16080353,Kim Eun-jung,1986-11-28,both,yes,Incheon Foreign Language High School,1,4,no
Q16080816,나라,1989-07-28,music,no,Hanyang University,1,1,yes
Q16081338,Seo Hae-won,1985-02-13,acting,no,Korea University of Media Arts,1,2,no
Q16081686,Park Seo-yeon,1987-05-05,acting,no,Dongduk Women's University,1,1,no
Q16082975,Baek Min-hyun,1985-01-12,acting,no,Dongguk University,1,5,no
Q263279,Hyomin,1989-05-30,both,yes,Sungkyunkwan University,1,29,no
Q276158,Kwon Yu-ri,1989-12-05,both,yes,Chung-Ang University | Nunggok High School,2,33,no
Q625007,Son Eun-seo,1985-06-26,acting,no,Dongduk Women's University | Munhyun Girls' High School,2,11,no
Q625128,Ji Chang-wook,1987-07-05,both,no,Dankook University | Shinsung Middle School,2,39,no
Q625489,Lee Chae-young,1986-04-29,acting,no,Dankook University,1,14,no
Q13439144,Song Chae-yun,1987-04-20,acting,no,Catholic University of Korea,1,3,no
Q13560473,Samantha Futerman,1987-11-19,acting,no,Boston University,1,10,no
Q13580246,Park Soo-jin,1985-11-27,both,yes,Kyung Hee University,1,16,no
Q16172735,Yoon Ji-oh,1987-08-25,acting,no,Gangseo University,1,2,no
Q16173056,한진희,1986-06-04,music,no,,0,1,yes
Q16173079,윤혁,1986-02-28,music,yes,,0,1,yes
Q16173777,전성초,1989-09-17,both,no,University of Florida,1,1,yes
Q16174123,성유빈,1987-08-31,music,no,,0,1,yes
Q16174953,Park Si-hwan,1987-07-30,music,no,,0,8,no
Q16175776,Ban Se-jung,1986-04-07,acting,no,,0,11,no
Q16176130,Kim Seung-hye,1987-04-28,music,no,,0,2,no
Q16176257,Lee Doa,1986-01-08,acting,no,,0,1,no
Q16176481,Lee Lang,1986-01-05,music,no,Korea National University of Arts,1,6,no
Q16176767,Lee Myung-hoon,1989-02-02,acting,no,,0,4,no
Q16262701,Lee Da-hee,1987-09-15,music,no,,0,1,no
Q16631315,강태환,1987-06-14,acting,no,,0,1,yes
Q16631331,성수진,1989-06-12,music,no,,0,1,yes
Q16745996,Lee Hyun-wook,1985-06-17,acting,no,Korea National University of Arts,1,10,no
Q16766788,Gil Eun-hye,1988-10-05,acting,no,Konkuk University,1,12,no
Q16766800,Kim Chang-hwan,1986-09-01,acting,no,,0,1,no
Q16766873,D.Action,1985-01-14,music,yes,Kyung Hee University,1,2,no
Q12616363,Jay Hong,1986-06-19,music,no,,0,3,no
Q12616370,J-Cera,1988-01-16,music,no,Dongduk Women's University,1,1,no
Q12616379,J'Kyun,1985-01-11,music,no,Dongguk University,1,3,no
Q12616671,Cho Moon Geun,1985-02-24,music,no,,0,1,no
Q12616679,Hann E-seo,1985-07-19,acting,no,Sejong University,1,1,no
Q12617160,조형우,1987-12-15,music,no,Yonsei University,1,1,yes
Q12617169,Jo Hwa-yeong,1987-02-20,acting,no,Sungkyunkwan University,1,1,no
Q12617359,Jubi,1986-08-04,both,yes,Hansung University,1,2,no
Q12618015,Zia,1986-07-21,music,no,,0,5,no
Q17964155,Jang Da-kyung,1987-03-26,acting,no,,0,1,no
Q17986990,Kwak Si-yang,1987-01-15,both,no,Dankook University,1,15,no
Q17987186,Kim So-gjong,1985-03-26,acting,no,,0,1,no
Q18013648,Lee Dong-hwi,1985-07-22,both,no,Seoul Institute of the Arts | Kangdong High School,2,14,no
Q18044568,Ki-hong Lee,1986-09-30,acting,no,"University of California, Berkeley",1,28,no
Q1437672,Stephanie,1987-10-16,both,yes,Korea National University of Arts | Rancho Bernardo High School,2,14,no
Q3543461,Jyongri,1988-08-30,music,no,Waseda University,1,5,no
Q3558392,Lee So-jung,1987-10-10,acting,no,,0,2,no
Q3571994,Kangnam,1987-03-23,music,yes,Hawaiian Mission Academy,1,12,no
Q3703167,Jeon Hye-jin,1988-06-17,acting,no,Dongguk University,1,12,no
Q13607989,Seungho,1987-10-16,both,yes,Kyung Hee Cyber University,1,12,no
Q15137658,Hyuk Shin,1985-06-05,music,no,Berklee College of Music,1,4,no
Q15218233,Lee You-cheong,1986-01-12,acting,no,Chung-Ang University,1,2,no
Q15290220,Rottyful Sky,1988-03-22,both,no,Daewon Girls' High School,1,4,no
Q15411439,Jin Ye-sol,1985-09-24,acting,no,Myongji University,1,10,no
Q16162831,Shin Hae-sun,1989-08-31,acting,no,Sejong University | Konkuk University Middle School | National High School of Traditional Korean Arts,3,25,no
Q16164787,Sonick,1985-08-16,music,no,,0,1,no
Q16166463,군,1987-01-15,music,no,,0,1,yes
Q16167671,Chaerin,1988-08-23,music,no,,0,1,no
Q16168453,Kwon Hyuk-soo,1986-05-06,both,no,Seoul Institute of the Arts,1,7,no
Q16170225,Yuju (1985),1985-03-22,music,no,,0,1,no
Q16170426,MIIII,1988-02-05,music,no,Dongduk Women's University,1,1,no
Q16171435,Han Ki-woong,1987-12-30,acting,no,Seoul Institute of the Arts,1,6,no
Q16172077,서현수,1989-07-17,music,no,,0,1,yes
Q16172550,Vincent,1989-08-02,music,no,,0,1,no
Q16172610,Choi Seul-gi,1988-03-30,music,no,,0,5,no
Q292717,G.NA,1987-09-13,both,yes,Fraser Heights Secondary School,1,20,no
Q429046,Jay Park,1987-04-25,both,yes,Dankook University | Edmonds Woodway High School | Apgujeong High School,3,28,no
Q242673,Park Min-young,1986-03-04,acting,no,Dongguk University,1,40,no
Q253619,Kim Hyo-yeon,1989-09-22,music,yes,,0,31,no
Q16070940,Kim Hyeong-kon,1988-12-03,music,yes,Sangmyung University,1,2,no
Q16079894,Hee Kyung Na,1987-03-24,music,no,Ajou University,1,1,no
Q16080011,Kang Seojoon,1986-08-02,acting,no,Korea National University of Arts,1,1,no
Q16080032,Kang Eui-sik,1988-03-15,acting,no,Hongik University,1,4,no
Q16080045,Kang Han-na,1989-01-30,acting,no,Chung-Ang University | Apgujeong High School,2,18,no
Q16080060,Go Bo-gyeol,1988-05-02,acting,no,Seoul Institute of the Arts,1,16,no
Q6694102,Cha Ye-ryun,1985-07-16,acting,no,Sangmyung High School | Junggye Middle School,2,18,no
Q6748764,Shin Da-eun,1985-01-07,acting,no,Sangmyung University,1,11,no
Q6756034,Jung Hee-cheol,1989-12-09,music,yes,,0,3,no
Q483171,Shindong,1985-09-28,both,yes,Inha University,1,21,no
Q483175,Kangin,1985-01-17,both,yes,Kyung Hee University | Kyung Hee Cyber University,2,24,no
Q483363,Ok Taec-yeon,1988-12-27,both,yes,Korea University | Dankook University | Bedford High School | Youngdong High School,4,29,no
Q483541,Kim Kibum,1987-08-21,both,yes,Korea Kent Foreign School | Santa Monica High School,2,21,no
Q483571,Lee Seung-gi,1987-01-13,both,no,Dongguk University,1,28,no
Q16180529,DeeVine,1985-05-09,music,no,,0,1,no
Q16180777,박상우,1986-04-16,music,yes,,0,1,yes
Q16180882,Park Ha-na,1985-07-25,both,no,Paekche Institute of the Arts | Jinseon Girls' High School,2,14,no
Q16181063,보니,1986-09-14,music,no,,0,1,yes
Q16181207,Seo Jin‑ah,1988-05-21,music,no,,0,1,no
Q16181978,Oh Seung-ah,1988-09-13,both,yes,Changduk Girls' High School,1,15,no
Q16182068,온희정,1985-03-03,music,no,Chung-Ang University,1,1,yes
Q16182184,이정아,1989-05-18,acting,no,,0,1,yes
Q16182224,Lee Jeong-yun,1988-12-25,acting,no,,0,1,no
Q16182281,Yoon Sun-woo,1985-09-07,acting,no,,0,10,no
Q169717,Kim Jae-joong,1986-01-26,both,yes,Kyung Hee Cyber University,1,31,no
Q2101427,Clara Lee,1986-01-15,acting,no,El Camino College,1,15,no
Q2366171,Sunday,1987-01-12,both,yes,Chung-Ang University,1,14,no
Q2908776,Kang Dong-ho,1985-08-17,acting,no,Dankook University,1,7,no
Q5356443,Kim Woo-bin,1989-07-16,acting,no,Jeonju University,1,33,no
Q5363925,Yoon Bo-ra,1989-12-30,both,yes,Myongji University | Kyung Hee University,2,24,no
Q5512084,G.O,1987-11-06,both,yes,Bonggok Middle School,1,13,no
Q5103891,Choi Han-bit,1987-06-16,both,no,Korea National University of Arts,1,8,no
Q5103986,Choi Woo-hyuk,1985-10-28,acting,no,Chung-Ang University,1,8,no
Q5116234,Park Seo-joon,1988-12-16,acting,no,Seoul Institute of the Arts,1,42,no
Q233371,Taeyeon,1989-03-09,both,yes,Jeonju Fine Arts High School,1,42,no
Q233739,Jenna Ushkowitz,1986-04-28,both,no,Marymount Manhattan College | Holy Trinity Diocesan High School,2,32,no
Q12619887,Choi Chang-yeop,1989-07-22,acting,no,Korea University,1,1,no
Q12621731,Pento,1985-03-13,music,no,,0,1,no
Q12622116,Puer Kim,1986-03-03,music,no,,0,1,no
Q12622344,하 황 하이옌,1986-06-12,both,no,Hanyang Women's University,1,1,yes
Q12622474,Ha Yeo-jin,1986-02-04,acting,no,,0,7,no
Q1693217,Shin Bora,1987-03-17,both,no,Kyung Hee University,1,13,no
Q1853186,David Choi,1986-03-22,music,no,,0,10,no
Q2026681,Hyun Jyu-ni,1985-08-01,both,no,Seoul Arts College,1,12,no
Q16090863,Lee Mun-jeong,1989-03-23,acting,no,Chung-Ang University,1,2,no
Q16091062,Lee Ja-min,1987-09-16,acting,no,Baekseok Arts University,1,1,no
Q16091132,이우민,1986-09-12,acting,no,Dongguk University,1,1,yes
Q16091257,Lee Ha-yool,1987-05-20,acting,no,Seoul Institute of the Arts,1,6,no
Q16091351,Lim Semi,1987-05-29,acting,no,Dongduk Women's University | Jinseon Girls' High School | Eonbuk Middle School,3,24,no
Q16091441,Jang Beom-june,1989-05-16,music,no,Sangmyung University,1,3,no
Q16091488,Jang Joon-yoo,1988-08-08,acting,no,,0,1,no
Q2944938,Kyung Soo-jin,1987-11-05,acting,no,Namseoul University | Janggok High School,2,14,no
Q2947919,Hwang Sun-hee,1986-08-15,acting,no,Sangmyung University,1,12,no
Q3207955,Yang Ji-won,1988-04-05,both,yes,Dongguk University,1,14,no
Q18116871,Hwang Hyun-hee,1988-02-26,acting,no,,0,3,no
Q18123185,Park Bomi,1989-04-10,music,no,Seoul Institute of the Arts,1,1,no
Q18203648,Do Sang-woo,1987-12-25,acting,no,Konkuk University,1,9,no
Q18203687,Lee Se-young,1989-04-28,acting,no,Duksung Women's University,1,7,no
Q18328475,Da-hee,1988-01-30,music,no,,0,1,no
Q16092542,Hyeon Jeong-eun,1988-01-26,acting,no,,0,1,no
Q16092572,Hong Dae-kwang,1985-01-09,music,no,Dong-Ah Institute of Media and Arts,1,4,no
Q16097208,Lee Min-yong,1989-09-01,music,yes,,0,1,no
Q16097672,Jae-hoon,1989-11-22,music,yes,,0,1,no
Q16160045,Shin Min-hui,1986-02-22,acting,no,,0,1,no
Q16161156,B-Free,1985-08-19,music,no,,0,2,no
Q16161500,Shin Eui-jung,1985-10-26,acting,no,,0,2,no
Q12600853,서단비,1985-10-04,acting,no,,0,1,yes
Q483638,Park Ye-eun,1989-05-26,music,yes,Kyung Hee University,1,23,no
Q483642,Sunye,1989-08-12,both,yes,Dongguk University | Korea Art High School | Songgok Middle School | Seoul Myeonmok Elementary School,4,17,no
Q5120477,Jung Eun-chae,1986-11-24,acting,no,Central Saint Martins | St Teresa's Preparatory School,2,21,no
Q5244665,Lim Seul-ong,1987-05-11,both,yes,Kyung Hee University | Daejin University,2,11,no
Q16090156,라보,1989-12-28,music,no,Chugye University for the Arts,1,1,yes
Q16090197,HYNN,1987-06-23,acting,no,Konkuk University,1,1,no
Q16090218,성인규,1988-11-18,music,no,University of Suwon,1,1,yes
Q16090216,성남혜,1986-03-20,music,no,,0,1,yes
Q16090332,오예리,1985-07-24,music,no,Ewha Womans University,1,1,yes
Q16090552,Yoo Shin-ae,1988-02-12,acting,no,Korea National University of Arts,1,2,no
Q16090634,윤서진,1988-03-13,acting,no,Kyung Hee University,1,1,yes
Q16090632,Yoon Park,1987-11-18,acting,no,Korea National University of Arts,1,17,no
Q16090686,Park Eun-ji,1988-09-27,music,yes,Jeonju Jungsan Elementary School,1,2,no
Q6763158,Kim Tae-heon,1989-06-18,music,yes,Digital Seoul Culture Arts University,1,2,no
Q6781164,Lee Hae-ri,1985-02-14,both,yes,Chugye University for the Arts | Seoul Girls' High School,2,20,no
Q6781593,Lee Changmin,1986-05-01,both,yes,Dong-Ah Institute of Media and Arts,1,14,no
Q6781992,Lee Eun-seong,1988-08-08,acting,no,Hanyang University | Inmyung Girls High School,2,10,no
Q16869351,Kang Shin-hyo,1989-08-13,acting,no,Sejong University,1,6,no
Q16978895,Lee Min-ji,1988-11-01,acting,no,University of Suwon,1,10,no
