wikidata_q,name,born,kind,is_group,schools,school_count,wikipedia_editions,label_has_hangul
Q117469316,Yoo Hee-jae,1994-02-22,music,yes,,0,4,no
Q117478089,Lee Jong-hee,1994-03-25,music,yes,,0,2,no
Q118095776,Dvwn,1994-02-24,music,no,,0,5,no
Q119431793,진욱,1993-07-21,music,no,,0,1,yes
Q119432005,Kim Dong Hyun,1994-10-26,music,no,Dongnae High School | Anrak Middle School | Annam Elementary School,3,1,no
Q119432054,손예지,1992-05-18,acting,no,,0,1,yes
Q119432619,박가람,1990-10-09,acting,no,,0,1,yes
Q119432735,Lim Ji-Ho,1993-12-21,acting,no,,0,2,no
Q119433168,Joo Byeong-ha,1991-12-31,acting,no,,0,1,no
Q119433196,윤현선,1994-11-26,acting,no,,0,1,yes
Q119433730,이현경,1993-12-03,music,no,,0,1,yes
Q120068768,Roh Jae-won,1993-10-13,acting,no,Chung-Ang University | Anyang Arts High School,2,12,no
Q123157414,Kang Seung-ho,1993-04-23,acting,no,,0,2,no
Q123258664,Kirara,1992-04-26,music,no,,0,3,no
Q123329054,Bae Na-ra,1991-01-04,both,yes,Seoul National University,1,9,no
Q123476109,Zior Park,1994-10-11,music,no,,0,2,no
Q93965413,Shin Joo-hyup,1993-12-01,acting,no,,0,3,no
Q95243152,Hwang Jung-ha,1993-01-29,both,yes,,0,1,no
Q95548183,Kim Mi-soo,1992-03-16,acting,no,Korea National University of Arts,1,19,no
Q95563540,Lee Jae-woo,1991-06-28,acting,no,,0,4,no
Q95600533,Lee Seung-wook,1993-09-12,acting,no,,0,4,no
Q95701526,Lee Seo-el,1991-10-15,acting,no,,0,5,no
Q96385311,Kang Hui,1991-11-19,acting,no,,0,5,no
Q61959929,백범수,1993-08-11,acting,no,,0,1,yes
Q62396276,강한나 (배우),1994-03-24,acting,no,,0,0,yes
Q62396389,Kim Hee-jung,1992-08-01,acting,no,,0,1,no
Q63017459,Lee Ju-yeon,1994-07-18,acting,no,,0,3,no
Q63151291,유태평양,1992-08-15,music,no,Jeonbuk National University,1,1,yes
Q63252786,송우주,1993-06-11,acting,no,Kyung Hee University,1,1,yes
Q63252814,유이나,1991-10-24,both,no,Choongam Middle School,1,1,yes
Q63378133,Kim Ha-kyung,1992-09-18,acting,no,Sejong University,1,2,no
Q63378845,Park Yu-ri,1994-12-28,music,no,,0,3,no
Q63748717,Kim Kwan-soo,1994-08-27,acting,no,,0,3,no
Q63997686,Han Ji-sung,1990-07-07,both,no,Seokyeong University,1,3,no
Q64010274,Mikyung Sung,1993-09-01,music,no,,0,2,no
Q105705914,Ahn Tae Hwan,1993-06-07,acting,no,,0,1,no
Q105705955,여니엘,1990-03-17,music,no,,0,1,yes
Q105706019,Yoo-min,1993-08-29,music,yes,,0,2,no
Q105706027,Yoo Yi-jun,1994-03-03,acting,no,,0,1,no
Q105706095,Eun Hae-seong,1993-07-11,acting,no,,0,1,no
Q105706196,이소나,1991-02-21,music,no,,0,1,yes
Q105706262,이인하,1990-05-15,acting,no,,0,1,yes
Q105706308,이지영,1991-08-07,acting,no,,0,1,yes
Q105706328,Lee Tae-Kyoung,1991-07-27,acting,no,,0,1,no
Q105706332,Lee Han-ik,1992-04-11,acting,no,,0,1,no
Q105706350,Lee Hwi-min,1994-08-05,music,yes,,0,3,no
Q105706351,Lee Hwi-jong,1991-05-15,acting,no,,0,2,no
Q105706383,임현태,1994-03-19,acting,no,,0,1,yes
Q105706415,Theo Jang,1994-06-17,acting,no,,0,1,no
Q105706442,Jung Da-han,1992-12-16,music,no,,0,1,no
Q105706491,Jeong E-suh,1993-08-13,acting,no,Dongduk Women's University,1,13,no
Q123523348,Lee Ki-hyun,1991-08-19,acting,no,Korea National University of Arts,1,1,no
Q123922128,Hwang Sooyeon,1992-10-15,music,no,,0,1,no
Q124039157,임지안,1992-04-06,music,no,,0,1,yes
Q124039162,신지수,1994-01-31,acting,no,,0,1,yes
Q124039181,정연,1993-07-02,acting,no,,0,1,yes
Q124039208,강민주,1992-12-22,music,no,,0,1,yes
Q124039269,마커스 강,1992-05-05,music,no,,0,1,yes
Q124827712,Kang Ye-seul,1990-08-29,both,yes,Chung-Ang University | Chugye University for the Arts,2,1,no
Q124961228,신은총,1993-12-18,acting,no,,0,1,yes
Q124961229,양중은,1994-02-15,music,no,,0,1,yes
Q124961266,주기훈,1994-01-05,music,no,,0,1,yes
Q124961264,김휘구,1990-08-30,acting,no,,0,1,yes
Q124961286,최훈호,1991-07-29,acting,no,,0,1,yes
Q124961296,권오현,1992-02-19,music,no,,0,1,yes
Q124961309,한정우,1990-09-09,acting,no,,0,1,yes
Q124961313,이종영,1991-03-28,acting,no,,0,1,yes
Q124961319,이우진,1993-09-23,acting,no,,0,1,yes
Q124961316,박윤,1991-12-16,acting,no,,0,1,yes
Q124961323,서동철,1992-10-02,acting,no,,0,1,yes
Q124961320,김한결,1994-04-02,acting,no,,0,1,yes
Q124961321,정재환,1991-09-22,acting,no,,0,1,yes
Q124961327,노현창,1991-04-24,acting,no,,0,1,yes
Q124961324,장동혁,1990-07-13,acting,no,,0,1,yes
Q124961325,이찬렬,1992-02-27,acting,no,,0,1,yes
Q124961330,전기수,1992-07-28,acting,no,,0,1,yes
Q124961331,임준영,1994-06-30,acting,no,,0,1,yes
Q124961334,김대식,1993-11-19,acting,no,,0,1,yes
Q124961338,김진현,1994-10-05,acting,no,,0,1,yes
Q124961339,강민수,1993-02-05,music,no,,0,1,yes
Q124961340,Lee Ji-hyun,1992-10-19,acting,no,,0,1,no
Q124961343,임동섭,1990-09-08,acting,no,,0,1,yes
Q124961341,김하준,1990-03-18,acting,no,,0,1,yes
Q124961344,한진호,1994-10-02,acting,no,,0,1,yes
Q124961350,안현석,1992-10-01,acting,no,,0,1,yes
Q124961348,전수창,1992-06-23,acting,no,,0,1,yes
Q124961349,임준성,1991-04-10,acting,no,,0,1,yes
Q124961354,전찬욱,1994-10-11,acting,no,,0,1,yes
Q124961352,조인찬,1991-09-14,acting,no,,0,1,yes
Q124961358,박강호,1994-02-20,acting,no,,0,1,yes
Q124961356,나재엽,1993-02-28,acting,no,,0,1,yes
Q124961357,오세형,1991-12-19,acting,no,,0,1,yes
Q124961360,디미너,1991-08-18,music,no,,0,1,yes
Q124961368,문초희,1992-11-02,music,no,,0,1,yes
Q124961375,김범준,1991-08-23,music,no,,0,1,yes
Q124961377,신진주,1994-03-10,music,no,,0,1,yes
Q124961430,주시크,1994-04-26,music,no,,0,1,yes
Q124961428,신재혁,1994-01-13,music,no,,0,1,yes
Q124961519,이유카,1994-06-27,music,no,,0,1,yes
Q124961584,소수빈,1994-11-25,music,no,,0,1,yes
Q124961618,허주,1992-08-25,music,no,,0,1,yes
Q124961619,화자,1993-07-05,music,no,,0,1,yes
Q124961668,복지은,1992-12-29,music,no,,0,1,yes
Q124961684,염유리,1993-09-05,music,no,,0,1,yes
Q124961690,Nam Joong-gyu,1994-02-27,acting,no,Yong In University,1,1,no
Q124961780,Ryu Yeon-Seok,1994-03-05,acting,no,,0,2,no
Q125404239,Damjun,1992-01-22,both,yes,Sangmyung University | Sehan University | Korea Animation High School,3,0,no
Q108261336,Lee Tae-yee,1994-08-29,music,yes,,0,0,no
Q108261504,Yuna,1993-04-06,music,yes,,0,0,no
Q108597839,Bang Eun-jung,1992-08-10,acting,no,Sejong University,1,5,no
Q108599163,Lee Sang-Un,1992-01-01,acting,no,,0,2,no
Q108866571,Youna Kang,1990-02-27,acting,no,Ringling College of Art and Design | Palomar College | Rancho Bernardo High School,3,1,no
Q108898654,Choi Sang-yeop,1994-02-27,music,yes,,0,2,no
Q109229044,Jeong Ga-young,1990-06-16,acting,no,,0,1,no
Q109441577,Choi Jung-hoon,1992-03-10,music,yes,,0,4,no
Q109455216,백새은,1990-01-17,music,no,,0,1,yes
Q109455263,Minsune,1991-02-25,music,yes,Younghoon High School,1,1,no
Q109455290,Migyo,1992-03-26,music,yes,,0,2,no
Q109455942,Park Sang-nam,1994-01-29,acting,no,,0,7,no
Q97165786,Park Sung-joon,1992-11-05,acting,no,,0,2,no
Q97195385,Lee Bom-so-ri,1992-10-19,acting,no,Chung-Ang University,1,6,no
Q97197566,Son So-mang,1991-08-22,acting,no,,0,1,no
Q97198522,정광희,1990-11-04,acting,no,,0,1,yes
Q97198738,차재이,1990-11-22,acting,no,,0,1,yes
Q97208625,박유하,1994-07-05,acting,no,,0,1,yes
Q97212249,Shin Sae-rom,1992-07-18,acting,no,,0,0,no
Q97212696,Lee Daewon,1991-01-16,music,yes,,0,1,no
Q97213376,Choi Kyung-hoon,1993-04-09,acting,no,,0,4,no
Q97221429,Choi Sung-yong,1994-07-04,music,yes,,0,1,no
Q97222639,Kim joong-yeon,1992-07-22,music,yes,Korea Art High School,1,1,no
Q97224484,Lee Ju-myoung,1993-12-01,acting,no,,0,12,no
Q97224981,Cha Ju-hwa,1993-01-19,music,no,,0,1,no
Q97226179,남이안,1991-01-18,acting,no,,0,1,yes
Q97228780,현욱,1994-09-26,music,yes,,0,1,yes
Q97232461,Kim Ji An,1992-02-05,acting,no,Sungshin Women's University,1,5,no
Q97235483,덕인,1993-05-27,music,yes,,0,1,yes
Q97237448,Choi Na-Moo,1990-06-26,acting,no,,0,1,no
Q109456314,최초이,1990-09-18,music,no,,0,1,yes
Q109457675,단아,1994-08-26,music,yes,,0,1,yes
Q109457854,김도마,1993-03-19,music,no,,0,1,yes
Q109461355,재니,1990-08-05,music,no,,0,1,yes
Q109537124,Jang Min-wook,1992-10-18,acting,no,,0,1,no
Q109537196,윤지환,1992-09-01,music,yes,,0,1,yes
Q109547423,박혜선,1991-05-06,acting,no,,0,1,yes
Q109712475,Hong Suzu,1994-02-12,acting,no,,0,4,no
Q109728759,Supreme Boi,1994-04-15,music,no,,0,1,no
Q110113960,Oygli,1993-08-09,music,no,,0,1,no
Q110114462,김홍영,1990-11-07,music,no,,0,1,yes
Q110114823,Ral Ral,1992-12-28,music,no,,0,1,no
Q110114852,루디밀러,1992-03-10,music,no,,0,1,yes
Q110114934,MOVNING,1994-01-01,music,no,,0,1,no
Q110114997,MR BOOMBOX,1990-12-26,music,no,,0,1,no
Q110115044,박기찬,1991-01-15,music,no,,0,1,yes
Q110115068,Park Ha-yan,1991-10-13,acting,no,,0,1,no
Q110115125,벤티,1993-07-17,music,no,,0,1,yes
Q110115187,브루노 챔프맨,1994-12-13,music,no,,0,1,yes
Q110115194,Black Nine,1991-04-08,music,no,,0,1,no
Q110115208,Vincent Blue,1993-11-03,music,no,,0,1,no
Q110115383,손빈아,1992-12-29,music,no,,0,1,yes
Q110115403,Song I-han,1994-08-11,music,no,,0,3,no
Q110115407,송푸름,1991-12-23,music,no,,0,1,yes
Q110115512,Sin Ye-young,1991-12-03,music,no,,0,2,no
Q110115521,신초이,1990-10-26,music,no,,0,1,yes
Q110115558,썸머케익,1992-10-12,music,no,,0,1,yes
Q64158576,Peggy Gou,1991-07-03,music,no,London College of Fashion,1,18,no
Q64329673,Yoo Su-bin,1992-11-06,acting,no,Sungkyul University,1,10,no
Q64513671,Kim Do-yeon,1991-04-09,acting,no,,0,1,no
Q64515104,Park Seong-yeon,1992-11-23,music,no,,0,1,no
Q64668037,Jung Shin-hye,1994-10-11,acting,no,,0,7,no
Q64684479,Hwang Myung-hwan,1991-09-27,acting,no,,0,1,no
Q64796788,엄소영,1993-11-26,music,no,Dongduk Women's University,1,1,yes
Q65051951,Kim Young-bin,1993-11-23,both,yes,,0,7,no
Q6383541,Kei Nangon,1991-05-06,acting,no,,0,2,no
Q12966413,Kim Geon,1993-08-19,acting,no,,0,0,no
Q102477188,Coco,1994-01-05,music,yes,,0,0,no
Q131880678,Lee Min-Goo,1992-07-27,acting,no,,0,1,no
Q136749973,Kim Nayoon,1994-12-20,music,no,,0,1,no
Q138762852,Moon Maison,1990-11-09,music,no,,0,0,no
Q139936444,Roe Hyung-Joon,1991-03-12,acting,no,,0,0,no
Q141128053,Park Junhee,1994-06-02,both,yes,,0,0,no
Q486338,Yeo Jin-goo,1997-08-13,acting,no,Chung-Ang University | Namkang High School,2,28,no
Q490984,Nam Ji-hyun,1995-09-17,acting,no,Sogang University | Incheon Choeun High School,2,21,no
Q492065,Jamie,1997-07-05,music,yes,Garden International School Bangkok | Hanlim Multi Art School,2,21,no
Q17811824,B.I,1996-10-22,music,yes,Ilsan Middle School,1,21,no
Q18015644,Bobby,1995-12-21,music,yes,,0,18,no
Q18381209,JIN,1996-06-12,music,yes,Korea Art High School,1,5,no
Q18388296,V,1995-12-30,both,yes,Geochang Middle School | Global Cyber University | Changnam Elementary School,3,61,no
Q380125,Sungha Jung,1996-09-02,music,no,,0,27,no
Q486320,Kim You-jung,1999-09-22,both,no,Daehwa Elementary School,1,33,no
Q3675341,Zelo,1996-10-15,music,yes,School of Performing Arts Seoul,1,12,no
Q3809977,Moon Jong-up,1995-02-06,both,yes,Sunae Middle School | Hanlim Multi Art School,2,11,no
Q4272978,Park Gun-tae,1996-02-05,acting,no,Chung-Ang University,1,7,no
Q4460516,Kim Nam-joo,1995-04-15,both,yes,Sungkyunkwan University | School of Performing Arts Seoul,2,24,no
Q18444674,Lee Tae-hwan,1995-02-21,both,yes,Sungkyunkwan University | Hanlim Multi Art School,2,11,no
Q18531275,Choi Sung-min,1995-12-07,both,yes,Anyang Arts High School,1,4,no
Q18551405,Han Min,1995-05-24,acting,no,,0,3,no
Q18551454,Hyuk,1995-07-05,both,yes,Dong-Ah Institute of Media and Arts | Hanlim Multi Art School,2,18,no
Q18567344,Jung Chanwoo,1998-01-26,both,yes,Seowon Middle School,1,14,no
Q18685339,한예준,1996-01-11,acting,no,,0,1,yes
Q18697707,Lee Su-hyun,1999-05-04,music,yes,,0,12,no
Q19161911,Yuk Jidam,1997-03-10,music,no,Dongduk Women's University,1,5,no
Q7451491,Seo Young-joo,1998-02-16,acting,no,Sejong University,1,11,no
Q7818985,Choi A-ra,1995-01-21,acting,no,Inha University,1,3,no
Q8619929,Lee In-sung,1996-07-28,acting,no,National High School of Traditional Korean Arts,1,5,no
Q9021940,Baek Ye-rin,1997-06-26,music,yes,Hanlim Multi Art School,1,18,no
Q496918,Park Ji-bin,1995-03-14,acting,no,Duksan Middle School | Qualification Examination (South Korea),2,11,no
Q3659522,Jin Ji-hui,1999-03-25,acting,no,"Dongguk University | Junior High School Attached to College of Education, Chungang Univ. | Suhmoon Girls' High School",3,17,no
Q26710986,Yoo Yeon-jung,1999-08-03,music,yes,Hanlim Multi Art School | Ha-an Buk Elementary School,2,16,no
Q26832805,Seo Ji Hoon,1997-04-25,acting,no,Kyung Hee University,1,13,no
Q26919611,Huihyeon,1995-06-16,music,yes,Namwon Girls' High School | Namwon Hanbit Middle School,2,15,no
Q19657363,Yerin,1996-08-19,both,yes,School of Performing Arts Seoul,1,18,no
Q19794922,Lee Soo-kyung,1996-10-24,acting,no,Gyeonggi Arts High School | Gimpo Singok Middle School,2,12,no
Q19799387,Jung Seung-hwan,1996-08-21,music,no,,0,7,no
Q19861864,Seo Ye-ahn,1997-05-06,music,no,,0,1,no
Q4798670,Oh Ha-young,1996-07-19,both,yes,School of Performing Arts Seoul,1,25,no
Q6514240,June Hyoung Lee,1996-10-28,acting,no,Dankook University | Suri High School,2,4,no
Q55730113,Park Han-sol,1995-07-19,acting,no,,0,11,no
Q55730168,Su-jin,1996-06-26,both,yes,Korea Art High School,1,2,no
Q55730558,빈 (남자 가수),1995-02-05,music,yes,,0,1,yes
Q55731330,Shin Do-hyun,1995-11-05,acting,no,Sungshin Women's University,1,11,no
Q55731635,An Seung-Hwan,1995-03-14,acting,no,Guri High School,1,1,no
Q55731825,Yang Hye-ji,1996-01-20,acting,no,,0,13,no
Q55731975,연수진,1996-02-20,acting,no,,0,1,yes
Q55731986,Yeon Jae Hyeong,1995-10-12,acting,no,Cheongju University,1,2,no
Q55732454,Woo Jin-young,1997-05-31,music,yes,Kyung Hee Cyber University,1,7,no
Q55732865,유현주 (배우),1997-01-07,acting,no,Dongduk Women's University,1,1,yes
Q55733450,Lee A-jin,1996-05-02,acting,no,Chung-Ang University,1,1,no
Q9209354,Lee Young-yoo,1998-07-10,both,no,School of Performing Arts Seoul,1,13,no
Q9318616,Baek Seung-hwan,1998-04-17,acting,no,Sungkyunkwan University,1,10,no
Q10858339,Yeon Joon-seok,1995-12-15,acting,no,Chung-Ang University,1,9,no
Q48852365,Seungyeon,1996-11-06,music,yes,School of Performing Arts Seoul,1,7,no
Q48893617,Yehana,1999-02-22,music,yes,Hansu Middle School | Munchon Elementary School,2,5,no
Q49580130,Jun,1997-01-22,both,yes,,0,14,no
Q52145287,TANI,1997-07-05,music,no,,0,2,no
Q52504841,Luda,1997-02-06,both,yes,Haeseong Girls' High School,1,15,no
Q27150837,Chanmina,1998-10-14,music,no,,0,11,no
Q26710970,Han Hye-ri,1997-08-24,both,yes,Paekche Institute of the Arts,1,15,no
Q26710971,Lee Su-hyun,1996-09-05,both,yes,Kyongil Tourism Management High School,1,9,no
Q26710973,Kim Do-yeon,1999-12-04,both,yes,School of Performing Arts Seoul | Pyeongwon Elementary School,2,14,no
Q26710983,Choi Yoo-jung,1999-11-12,both,yes,School of Performing Arts Seoul | Guri Girls' Middle School,2,18,no
Q60467873,Yoo Hwe-seung,1995-02-28,music,yes,Jingeon High School,1,9,no
Q60529223,Lee Keon-hee,1998-06-27,music,yes,,0,1,no
Q60529282,Leedo,1997-07-26,music,yes,,0,1,no
Q60529323,Ravn,1995-09-02,music,yes,,0,5,no
Q60529366,Lee Seo-ho,1996-06-07,music,yes,,0,4,no
Q60529461,Hwanwoong,1998-08-26,music,yes,,0,2,no
Q60566726,Park Hae-yoon,1996-01-10,music,yes,,0,8,no
Q60566799,Choi Yu-ju,1997-03-05,both,yes,Dongduk Women's University,1,11,no
Q21057681,Kim Dong-hyuk,1997-01-03,music,yes,Yongsan High School,1,7,no
Q21058681,Jeon So Min,1996-08-22,music,yes,Seokyeong University,1,14,no
Q21058800,Song Yun-hyeong,1995-02-08,music,yes,Hanlim Multi Art School,1,6,no
Q21059901,Lee Soo-bin,1996-07-24,acting,no,Chung-Ang University,1,1,no
Q21059952,이주아,1997-12-11,acting,no,Myongji College,1,2,yes
Q54598370,Lee Sae-rom,1997-01-07,both,yes,Dongduk Women's University,1,5,no
Q54598524,Jvcki Wai,1996-07-05,music,no,,0,5,no
Q54598710,KISSXS,1997-08-06,music,no,,0,1,no
Q54598788,Haein,1995-05-19,music,yes,Jeongeui Girls' High School | Solmoe Middle School,2,3,no
Q55587613,Holland,1996-03-04,music,no,Seoul Institute of the Arts | Ilsan High School | Ilsan Middle School | Ilsan Elementary School,4,12,no
Q55694544,Choi Ye-na,1999-09-29,both,yes,Hanlim Multi Art School | Joydance Music Academy,2,22,no
Q26214035,Kim So-hye,1999-07-19,both,yes,Seoul Daedo Elementary School,1,21,no
Q26260697,Kim So-hee,1995-01-20,music,yes,Samsung Girls' High School,1,16,no
Q19940498,Yeri,1999-03-05,both,yes,Hanlim Multi Art School,1,32,no
Q19940503,Hwang Ye-eun,1997-01-12,music,yes,,0,2,no
Q20444783,Jo Byeong-kyu,1996-04-23,acting,no,Seoul Institute of the Arts,1,13,no
Q20444960,Kim Min-jae,1996-11-01,acting,no,Chung-Ang University | School of Performing Arts Seoul,2,17,no
Q55728432,Kim Tae-min,1995-07-24,acting,no,,0,2,no
Q55728463,김하연 (1995년),1995-05-03,acting,no,,0,1,yes
Q55728461,Kim Ha-rim,1995-04-05,acting,no,Seoul Institute of the Arts,1,1,no
Q55728509,Kim Hye-jun,1995-05-08,acting,no,Hanyang University | Dongmyung Girls' High School,2,16,no
Q55728860,Darin,1996-12-08,music,no,,0,1,no
Q55729967,Park Na-ye,1998-01-30,acting,no,,0,1,no
Q55730015,Lomon,1999-11-11,acting,no,Apgujeong High School,1,22,no
Q55730098,Park Cheon-guk,1998-06-02,acting,no,,0,2,no
Q21012418,Jeong Ye-in,1998-06-04,both,yes,,0,8,no
Q21057648,Koo Jun-hoe,1997-03-31,music,yes,Seoul Hwagok Elementary School,1,16,no
Q61750304,Kevin Moon,1998-02-23,music,yes,,0,5,no
Q61863055,New,1998-04-26,music,yes,,0,2,no
Q61863254,Sangyeon,1996-11-04,both,yes,Hanlim Multi Art School,1,1,no
Q61863509,Younghoon,1997-08-08,music,yes,Yeonseong Middle School,1,6,no
Q61863582,Wooseok,1998-01-31,music,yes,School of Performing Arts Seoul,1,9,no
Q61863774,Lee Ju Yeon,1998-01-15,music,yes,Cho-wol Elementary School,1,7,no
Q61863833,Q,1998-11-05,music,yes,Korea Art High School,1,2,no
Q61863841,Kino,1998-01-27,music,yes,Sejong University | Hanlim Multi Art School,2,9,no
Q61959983,Shin Jun-hang,1999-11-09,acting,no,,0,1,no
Q62089249,Cho Yi-hyun,1999-12-08,acting,no,Kyung Hee University | Hanlim Multi Art School,2,20,no
Q27953851,정수환,1999-03-19,acting,no,,0,1,yes
Q27953983,Kim Minkyeung,1997-07-29,music,yes,Dongduk Women's University,1,8,no
Q27953986,Kang Yae-bin,1998-10-19,music,yes,Gwacheon Elementary School,1,6,no
Q27953985,Kang Kyung-won,1997-11-05,music,yes,Dongduk Women's University | Korea Art High School,2,5,no
Q27954034,Ryu Won,1997-11-08,acting,no,,0,10,no
Q28408492,Ahn Eun-jin,1997-08-31,music,yes,Mokpo Younghwa Middle School | Boseongnam Elementary School,2,5,no
Q26262599,Jennie,1996-01-16,music,yes,ACG Parnell College | Waikowhai Intermediate School | Cheongdam High School | Cheongdam Middle School,4,78,no
Q26267642,Jaehyun,1997-02-14,both,yes,School of Performing Arts Seoul | Shindong Middle School | Seoul Sindong Elementary School,3,19,no
Q26459163,Lee Tae-yong,1995-07-01,music,yes,School of Performing Arts Seoul,1,25,no
Q12619730,Choi Woo-hyuk,1997-05-04,acting,no,,0,5,no
Q12619949,Choi Hye-kyung,1996-10-06,acting,no,Gyeongbuk Foreign Language High School,1,2,no
Q12621404,Tia,1997-03-15,music,yes,,0,1,no
Q12622470,Ha Seung-ri,1995-01-09,acting,no,Imae High School | Songlim Middle School,2,16,no
Q12963833,Eun Seo-u,1996-11-25,acting,no,,0,1,no
Q12965288,Ji Woo,1997-11-25,acting,no,Konkuk University,1,12,no
Q60608527,Ju Hak-nyeon,1999-03-09,music,yes,Hanlim Multi Art School,1,2,no
Q60679665,Kim Hye-yoon,1996-11-10,acting,no,Konkuk University | Sunil Girls' High School | Sunil Girls' Middle School | Seoul Eunpyeong Elementary School,4,23,no
Q60778579,Kim Hye-me,1995-12-22,music,yes,,0,3,no
Q60831979,Kim Jungwoo,1998-02-19,music,yes,,0,13,no
Q60873617,ELLA,1998-03-26,music,yes,Dong Seoul University,1,6,no
Q60873744,Kim Bo-ra,1999-03-03,both,yes,School of Performing Arts Seoul,1,12,no
Q62396954,Yeonjun,1999-09-13,music,yes,Korea Art High School,1,18,no
Q62602945,Kim Sae-rok,1997-01-30,music,yes,,0,0,no
Q62602961,Im Ha-young,1997-12-03,music,yes,,0,0,no
Q62602972,Choi Yoo-bin,1999-07-28,music,yes,,0,1,no
Q21060390,Cha Eun-woo,1997-03-30,both,yes,Sungkyunkwan University | Hanlim Multi Art School,2,39,no
Q21060406,Kim Chae-won,1997-11-08,music,yes,Sungshin Women's University | Kongju Kumsung Girls' High School | Gongju Girls' Middle School,3,4,no
Q21080847,Park Seo-jin,1995-08-21,music,no,Gyeongjin High School,1,3,no
Q21577062,Yubin,1997-09-09,music,yes,Bongeui Middle School,1,8,no
Q21623339,Jeon Won-woo,1996-07-17,music,yes,Changwon Moonsung High School | School of Performing Arts Seoul | Palryong Middle School | Sahwa Elementary School,4,14,no
Q61100669,Changbin,1999-08-11,music,yes,,0,21,no
Q61100680,Kim Woo-jin,1997-04-08,music,yes,School of Performing Arts Seoul,1,16,no
Q61100807,Hyunjae,1997-09-13,music,yes,Hanlim Multi Art School,1,4,no
Q61101063,Choi Kyu-jin,1996-03-12,acting,no,,0,3,no
Q61101085,Shin Seung-ho,1995-11-11,acting,no,,0,16,no
Q11271448,Jo Jeong-eun,1995-03-10,acting,no,Youngpa Girls' High School,1,10,no
Q11346187,Jo Young-min,1995-04-24,both,yes,School of Performing Arts Seoul,1,8,no
Q12489119,Kang Yi-seok,1998-11-11,acting,no,School of Performing Arts Seoul,1,5,no
Q12582892,Kang San,1997-10-28,acting,no,Cheongdam Middle School,1,2,no
Q61100035,Kim Si-eun,1999-01-19,acting,no,Ilsan Middle School,1,13,no
Q61100297,Soojin,1998-03-09,both,yes,Waw Middle School,1,25,no
Q61100312,Lee kwang-hyun,1998-07-23,music,yes,Yeonsu High School,1,2,no
Q61100494,Song Geon-hee,1997-08-16,acting,no,Sejong University,1,8,no
Q61099260,Ash Island,1999-08-11,music,no,,0,8,no
Q12588803,Kei,1995-03-20,music,yes,Incheon Youngsun High School | Inchon Misan Elementary School,2,17,no
Q12588949,Chae Bin,1997-08-22,acting,no,Sejong University,1,14,no
Q12589395,Kim Hui-su,1999-04-17,acting,no,,0,1,no
Q53316231,Lee Hye-bin,1996-01-12,music,yes,Seoil University,1,7,no
Q53316644,Sung Ji-yeon,1997-12-20,music,yes,Seoul Garak Elementary School,1,5,no
Q53316743,Kim Tae-ha,1998-06-03,music,yes,Jeonju Elementary School,1,5,no
Q53316840,Kim Na-yun,1998-07-31,music,yes,Myongji College,1,5,no
Q53334919,Jang Gyu-ri,1997-12-27,both,yes,Seoul Institute of the Arts,1,14,no
Q54598313,유설,1998-02-03,music,no,,0,1,yes
Q6680791,Kim Bo-ra,1995-09-28,acting,no,Inha University,1,18,no
Q6714182,Chae Sang-woo,1999-03-31,acting,no,Inha University,1,7,no
Q6843756,Oh Jae-moo,1998-11-11,acting,no,Kookmin University,1,7,no
Q20821809,Yuju,1997-10-04,music,yes,Sungshin Women's University | School of Performing Arts Seoul | Oma Middle School | Oma Elementary School,4,21,no
