name,kind,en_wikipedia_views_30d,daily_avg,peak_day,peak_day_views,views_last_7d,last7_vs_daily_avg,also_on_screen_actor_roster
Park Ji-hoon,individual,32894,1096,20260801,1933,9810,1.27,yes
Kim Se-yong,individual,346,12,20260722,17,94,1.42,no
Kim Jung-sook,individual,1091,36,20260724,53,259,0.88,no
Changmo,individual,648,22,20260714,35,118,0.62,no
Aron (singer),individual,1562,52,20260728,277,341,1.26,no
Baekho (singer),individual,5309,177,20260728,1642,975,1.61,no
Hwang Min-hyun,individual,14570,486,20260726,594,3642,1.06,yes
G2 (rapper),individual,195,7,20260804,19,65,1.97,no
Kang Daniel,individual,5416,181,20260802,276,1646,1.42,yes
Bae Jin-young,individual,1755,59,20260803,84,452,1.04,no
Yebin (singer),individual,642,21,20260713,94,117,0.52,no
Ha Sung-woon,individual,2466,82,20260802,109,639,1.22,no
Kim Jae-hwan (singer),individual,1793,60,20260803,85,460,1.13,no
Lee Dae-hwi,individual,2089,70,20260803,190,709,1.79,no
Ong Seong-wu,individual,31593,1053,20260726,2484,9577,4.07,no
Park Woo-jin,individual,1488,50,20260711,70,361,1.01,no
Yoon Ji-sung,individual,1970,66,20260726,93,550,1.22,no
"Kim So-hee (singer, born 1999)",individual,3618,121,20260806,434,1003,0.92,no
Kwon Chae-won,individual,581,19,20260723,34,113,0.67,no
Lim Ji-min,individual,8,0,20260804,2,4,4,no
Choi Hyun-suk,individual,1285,43,20260714,61,249,0.74,no
Kan Jong-wook,individual,55,2,20260727,6,14,2,no
Jang Ye-eun,individual,1419,47,20260720,97,320,1.4,no
Babylon (singer),individual,429,14,20260801,50,133,1.24,no
Lee Tae-il,individual,2126,71,20260708,112,429,0.75,no
Olltii,individual,82,3,20260803,7,25,1.19,no
Sumin (musician),individual,858,29,20260803,72,283,1.59,no
"Kim Dong-hyun (singer, born 1998)",individual,629,21,20260722,38,173,1.17,no
Roh Tae-hyun,individual,397,13,20260723,25,109,1.58,no
Kwon Hyun-bin,individual,624,21,20260722,30,145,1.07,no
Kwon Eun-bin,individual,3352,112,20260720,230,664,0.97,yes
Choi Bo-min (entertainer),individual,2174,72,20260728,138,668,1.49,no
Hui (singer),individual,2114,70,20260731,116,596,1.61,no
LEW (Rapper),individual,11,1,20260806,2,6,3,no
"Paul Kim (musician, born 1988)",individual,1012,34,20260728,62,221,0.84,no
Punchnello,individual,334,11,20260723,20,74,0.95,no
Song Won-seok,individual,1805,60,20260716,79,411,0.91,yes
Kwak Soon-ok,individual,16,1,20260729,3,6,1.5,no
Kim Dong-han,individual,583,19,20260802,29,148,1.17,no
Jinho,individual,1100,37,20260728,53,263,1.38,no
J.Fla,individual,648,22,20260708,35,125,0.82,no
Hongseok,individual,2120,71,20260728,214,537,2.58,no
Ji Han-sol,individual,11,1,20260714,2,3,0.75,no
Dawn (rapper),individual,6437,215,20260726,442,1937,2.22,no
Woo Won-jae,individual,699,23,20260727,42,160,0.98,no
Kang In-soo,individual,435,15,20260719,31,119,1.32,no
Hangzoo,individual,260,9,20260722,19,62,0.98,no
Lee Gun-woo,individual,298,10,20260714,18,78,1.07,no
Michelle Zauner,individual,25688,856,20260722,1640,4104,0.98,no
Jo Woo-chan,individual,2848,95,20260804,110,680,1.04,no
"Car, the Garden",individual,13699,457,20260715,706,3116,0.92,no
Jisoo,individual,78272,2609,20260731,8972,29037,2.29,yes
"Minseo (singer, born 1996)",individual,483,16,20260727,27,115,0.95,no
Lee Na-eun,individual,2782,93,20260801,125,704,1.07,no
I.M,individual,6218,207,20260729,246,1559,1.07,no
Jaemin,individual,2553,85,20260708,135,517,0.7,no
Wonho,individual,9119,304,20260722,757,2184,1.7,no
Choi Yoo-jung (singer),individual,7829,261,20260708,481,1619,0.69,no
Han Hye-ri,individual,462,15,20260714,26,103,0.99,no
Kim Do-yeon (singer),individual,6109,204,20260723,300,1255,0.86,no
Lee Hae-in (singer),individual,1343,45,20260727,113,296,0.9,no
Yoo Yeon-jung,individual,3880,129,20260803,314,1082,1.09,no
Ki Hui-hyeon,individual,818,27,20260708,68,162,0.7,no
Nada (South Korean musician),individual,372,12,20260725,25,87,1.28,no
Chanmina,individual,6236,208,20260806,374,1431,0.98,no
Jisung,individual,2995,100,20260708,182,552,0.6,no
Rosé (singer),individual,74280,2476,20260731,3539,19890,1.21,no
Jo Aram,individual,2330,78,20260804,185,859,1.7,yes
Shin Yeon-suh,individual,394,13,20260719,38,99,1.18,no
Giant Pink,individual,308,10,20260804,20,83,1.48,no
Lee Geon,individual,3,0,20260726,2,3,1.5,no
Xiyeon,individual,1034,34,20260725,48,236,1.01,no
Suran (singer),individual,911,30,20260717,45,187,0.9,no
Punch (singer),individual,1398,47,20260802,72,323,1.01,no
Seola (singer),individual,1457,49,20260729,79,372,1.19,no
I (singer),individual,291,10,20260710,18,79,1.1,no
Hyungwon,individual,2504,83,20260727,162,497,0.94,no
Taeil (singer),individual,7798,260,20260708,499,1827,0.88,no
Jeon Ji-woo,individual,3102,103,20260728,230,932,1.11,no
Choi Yu-jin (singer),individual,3658,122,20260721,334,698,1.16,no
Kim Woo-seok (singer),individual,3020,101,20260804,133,778,1.1,no
Han Seung-woo,individual,1903,63,20260712,131,376,0.69,no
Jo Yuri,individual,5124,171,20260728,226,1186,0.97,no
Miyeon,individual,12278,409,20260731,571,2881,0.91,no
Heejin,individual,2819,94,20260724,147,663,1.05,no
Bong Jae-hyun,individual,1726,58,20260723,82,383,0.88,no
Cha In-ha,individual,2542,85,20260729,117,610,1.23,no
Jeon Jong-hyuk,individual,16,1,20260708,2,3,0.5,no
Jeon Mi-do,individual,6441,215,20260803,316,1765,1.31,yes
Kang Min-hee,individual,104,3,20260730,10,28,1.22,no
Lee Chae-yeon,individual,6563,219,20260712,282,1503,0.86,no
Jang Won-young,individual,32358,1079,20260727,4121,7421,1.29,no
Yoon San-ha,individual,2365,79,20260719,109,551,0.98,no
Kwon Eun-bi,individual,10374,346,20260802,439,2641,1.17,no
Kim Chaewon,individual,24536,818,20260801,1147,6110,0.97,no
Kim Min-ju,individual,11013,367,20260728,485,2548,1.04,yes
Kang Hye-won,individual,6140,205,20260728,256,1445,0.99,yes
Y:SY,individual,1970,66,20260712,149,443,0.94,no
JooE,individual,1264,42,20260728,58,293,0.97,no
Johnny Suh,individual,97,3,20260715,10,22,1.05,no
Kanto (rapper),individual,166,6,20260728,18,35,1.06,no
MJ (South Korean singer),individual,1630,54,20260715,82,390,1.05,no
Dalchong,individual,95,3,20260709,10,11,0.31,no
Huh Ji-won,individual,932,31,20260805,235,458,9.96,no
Choerry,individual,1972,66,20260724,112,470,1.2,no
Haseul,individual,2237,75,20260724,178,519,1.12,no
Choi Byung-chan,individual,2565,86,20260723,110,660,1.18,yes
DPR Ian,individual,5970,199,20260726,291,1282,0.9,no
Hyunjin (Stray Kids singer),individual,19476,649,20260726,1003,4577,1.04,no
Jinsoul,individual,1919,64,20260728,96,443,1.13,no
Lee Jun-young,individual,31600,1053,20260710,1636,5575,0.57,no
Lee Eui-jin,individual,301,10,20260708,73,34,0.23,no
Lee Lu-da,individual,358,12,20260709,23,83,0.86,no
Park Seo-ham,individual,5012,167,20260729,444,1462,1.74,no
Jeon Jong-seo,individual,18611,620,20260801,998,5087,1.17,yes
Jang Gyu-ri,individual,9952,332,20260716,545,2286,1.2,yes
Jvcki Wai,individual,432,14,20260802,32,114,1.21,no
Holland (singer),individual,2057,69,20260804,103,598,1.33,no
Jero (South Korean singer),individual,172,6,20260710,13,39,0.81,no
An Yu-jin,individual,17707,590,20260801,1244,6181,1.98,no
Choi Ye-na,individual,17942,598,20260802,1442,7411,2.02,no
Yongzoo,individual,46,2,20260710,5,12,0.92,no
Hyunjin (Loona singer),individual,3089,103,20260724,140,674,0.91,no
Hyeju,individual,3359,112,20260803,313,915,1.11,no
Lee Know,individual,14766,492,20260727,794,3692,1.13,no
Nafla,individual,421,14,20260730,25,88,0.98,no
Yves (singer),individual,6468,216,20260723,368,1308,0.86,no
I.N,individual,12192,406,20260726,592,2837,0.94,no
Yang Joon-il,individual,113,4,20260715,15,24,1.04,no
Yang Yeon-je,individual,197,7,20260720,13,39,0.78,no
Shaun (musician),individual,1444,48,20260721,68,296,0.91,no
Seungmin,individual,10989,366,20260726,604,2860,1.21,no
Yoo Hwe-seung,individual,1200,40,20260710,63,276,0.87,no
Choi Yu-ju,individual,565,19,20260806,34,167,1.61,no
Chaeryeong,individual,6899,230,20260723,276,1456,0.85,no
Jungwoo,individual,2127,71,20260806,132,572,1.18,no
Lia (South Korean singer),individual,5807,194,20260721,450,1176,0.86,no
Ryujin (rapper),individual,9359,312,20260708,543,1506,0.56,no
"Yuna (singer, born 2003)",individual,12759,425,20260805,1049,4185,1.42,no
Soojin,individual,5895,197,20260708,270,1380,0.83,no
Changbin,individual,10843,361,20260726,634,2755,1.18,no
Han (musician),individual,14742,491,20260727,725,3518,1.11,no
Ash Island (rapper),individual,3793,126,20260726,213,804,0.88,no
Felix (rapper),individual,34109,1137,20260806,2031,8384,1.18,no
Hur Hyun-jun,individual,1920,64,20260806,647,875,3.26,no
Jinjin,individual,1268,42,20260725,60,302,1.06,no
Yeji (singer),individual,6807,227,20260721,311,1426,0.84,no
Bora (singer),individual,720,24,20260803,35,198,1.1,no
Rocky (singer),individual,2144,71,20260804,94,533,1.07,no
Kim Woojin,individual,14498,483,20260726,748,3508,1.13,no
Sori (singer),individual,1028,34,20260712,51,244,0.94,no
HueningKai,individual,7802,260,20260722,397,2343,7.76,no
Kevin Moon (singer),individual,74,2,20260728,7,16,1.78,no
Kim Do-ah,individual,835,28,20260713,46,144,0.6,no
Woody (singer),individual,233,8,20260721,20,54,1.1,no
Taehyun (singer),individual,5756,192,20260711,230,1357,0.97,no
Kim Si-hyeon,individual,1698,57,20260805,169,652,2.3,no
Wooseok,individual,1174,39,20260727,76,269,1.19,no
Kino (singer),individual,1308,44,20260708,104,245,0.75,no
Beomgyu,individual,6211,207,20260805,266,1489,1.17,no
Yeonjun,individual,27204,907,20260805,8475,13893,3.13,no
Park Moon-young,individual,71,2,20260712,11,18,0.86,no
Soobin (singer),individual,8471,282,20260711,363,1847,0.87,no
Yeo One,individual,619,21,20260722,43,146,1.82,no
Kim Chae-yeon (singer),individual,1367,46,20260806,127,446,1.77,no
Jang Dae-hyeon,individual,330,11,20260716,17,71,1.13,no
Taeha,individual,18,1,20260722,3,4,2,no
Shin Jee-won,individual,896,30,20260709,118,153,0.41,no
Kim Tae-rin,individual,285,10,20260804,24,82,1.37,no
Peggy Gou,individual,48898,1630,20260728,6404,12343,2.29,no
Rothy,individual,418,14,20260708,35,100,0.79,no
Lee Jin-hyuk,individual,1967,66,20260726,432,390,1.73,no
Hwiyoung,individual,789,26,20260726,38,218,1.33,no
Kim Youngbin,individual,581,19,20260712,32,159,1.31,no
Lee Ju-eun,individual,2079,69,20260727,169,439,1.06,no
Sungjin,individual,1460,49,20260713,78,372,1.1,no
Bibi (singer),individual,14642,488,20260726,782,3355,1.11,no
Yoyomi,individual,580,19,20260805,31,166,1.37,yes
Dowoon,individual,1266,42,20260806,73,378,1.49,no
Kim Yo-han,individual,4974,166,20260713,223,1166,0.98,yes
"Park Soo-jin (singer, born 1995)",individual,90,3,20260712,13,16,0.52,no
I'll (singer),individual,2504,83,20260713,108,566,0.88,no
Lee Eun-sang (singer),individual,817,27,20260712,40,185,0.92,no
Dongpyo,individual,1838,61,20260802,176,531,1.26,no
Wonpil,individual,1594,53,20260727,82,401,1.15,no
Leellamarz,individual,261,9,20260723,19,59,1.02,no
Hera Hyesang Park,individual,577,19,20260804,79,245,1.91,no
Jo Mingyu,individual,2624,87,20260725,121,664,1.54,no
Colde,individual,808,27,20260724,45,201,1.11,no
ZZONE,individual,2127,71,20260720,151,554,1.23,no
Son Woo-hyeon,individual,1561,52,20260802,78,400,1.09,no
Lee Jae-yoon (singer),individual,484,16,20260723,38,130,1.31,no
Hynn,individual,739,25,20260731,41,216,1.37,no
Jun.Q,individual,1077,36,20260802,73,356,1.55,no
Kim Jae-yong,individual,770,26,20260806,35,177,1.02,no
Kim Min-kyu (entertainer),individual,3205,107,20260806,279,1217,1.59,no
Loopy (rapper),individual,343,11,20260711,25,65,0.62,no
Bassagong,individual,103,3,20260724,7,30,2.73,no
Yoo Je-yoon,individual,420,14,20260714,26,77,0.67,no
Lee Young-ji,individual,12395,413,20260801,629,3613,1.39,yes
Choi Jae-rim,individual,1793,60,20260720,177,342,2.76,no
Ha Hyun-sang,individual,578,19,20260721,36,121,1,no
Lee Sae-on,individual,675,23,20260725,77,139,1.09,no
Gaho,individual,869,29,20260726,41,207,0.97,no
Sogumm,individual,633,21,20260723,41,109,0.85,no
Chae Bo-hun,individual,87,3,20260730,8,15,0.63,no
Kangmin Justin Kim,individual,212,7,20260722,22,29,0.97,no
Jeong Dong-won,individual,404,13,20260715,24,90,1,no
Hongjoong,individual,14678,489,20260711,588,3451,0.93,no
Jeong Yun-ho,individual,13256,442,20260708,1197,2730,0.61,no
Jongho,individual,9824,327,20260709,405,2275,0.88,no
Seonghwa,individual,5355,179,20260729,512,2936,163.11,no
Shin Jeong-you,individual,363,12,20260725,22,81,0.98,no
Shin Jun-seop,individual,933,31,20260727,53,233,1.31,no
Big Naughty,individual,1132,38,20260712,56,266,0.91,no
Kim Ximya,individual,467,16,20260727,30,92,1.01,no
San (singer),individual,54600,1820,20260710,2686,10974,0.67,no
Mingi (rapper),individual,244,122,20260806,215,244,1,no
Winter (singer),individual,21302,710,20260803,2280,7287,1.7,no
Twlv,individual,126,4,20260727,11,28,1.75,no
Leia (singer),individual,381,13,20260709,21,80,0.76,no
Karina (South Korean singer),individual,30642,1021,20260803,3006,9799,1.5,no
Jihoon,individual,1785,60,20260727,89,392,0.94,no
So Jung hwan,individual,17,1,20260717,3,5,5,no
Heyoon Jeong,individual,1013,34,20260723,62,187,0.87,no
Sungchan,individual,4248,142,20260709,484,799,0.52,no
Youra (singer),individual,526,18,20260709,34,103,0.73,no
Lee Tae-vin,individual,582,19,20260727,33,133,1.21,no
Rei Ami,individual,22388,746,20260727,3848,4161,1.3,no
Audrey Nuna,individual,17441,581,20260716,771,4191,1.07,no
Meenoi,individual,490,16,20260715,33,92,0.77,no
Jukjae,individual,576,19,20260722,114,110,1.49,no
Demian (singer),individual,1455,49,20260712,66,258,0.67,no
Choi Young-joon,individual,3878,129,20260723,152,953,1.15,yes
Kim Ah-ra,individual,348,12,20260804,22,91,0.96,no
Wonstein,individual,1076,36,20260718,68,275,1.23,no
Yunhway,individual,127,4,20260802,10,36,1.2,no
Heeseung,individual,25206,840,20260712,1320,4971,0.64,no
Sim Jae-yun,individual,42,2,20260714,5,8,0.67,no
Sunoo,individual,1084,36,20260806,406,887,16.74,no
Jeong Jin-hwan,individual,445,15,20260803,31,116,1.12,no
Bae Su-min,individual,5,0,20260716,1,3,1.5,no
"J (singer, born 2004)",individual,8,0,20260720,1,4,4,no
Lim Young-woong,individual,2913,97,20260716,240,622,1.05,no
Lee Chan-won,individual,903,30,20260725,45,216,1.21,no
AleXa,individual,3311,110,20260728,170,680,0.87,no
Bang Jae-min,individual,257,9,20260724,17,51,0.85,yes
Sin Ye-young,individual,117,4,20260709,8,15,0.39,no
Song I-han,individual,85,3,20260803,8,39,3.55,no
KyoungSeo,individual,258,9,20260721,16,49,0.84,no
Sehyeon,individual,7,1,20260718,2,4,1.33,no
Swan (singer),individual,633,21,20260708,35,124,0.64,no
Lee Seung-yoon,individual,730,24,20260725,45,163,0.9,no
Kim Chae-hyun,individual,12,1,20260708,2,5,1,no
Lee Mu-jin,individual,2200,73,20260804,99,543,1.06,no
Haewon (singer),individual,1689,56,20260731,155,904,100.44,no
Leeseo,individual,7921,264,20260727,507,2038,1.59,no
Adora (singer),individual,924,31,20260708,61,231,0.91,no
DeVita (singer),individual,379,13,20260729,23,71,0.8,no
Ko Eun-sung,individual,740,25,20260725,44,189,1.14,no
Kim Da-yeon,individual,9,1,20260801,3,5,1.67,no
Seo Young-eun,individual,31,1,20260712,7,6,0.6,no
Seori,individual,1007,34,20260801,52,269,1.02,no
Jini (singer),individual,4927,164,20260730,316,1102,1.06,no
Kyujin (singer),individual,59,2,20260727,6,21,3,no
Peakboy,individual,1582,53,20260727,89,380,1.05,no
Choi Jung-hoon,individual,3091,103,20260712,132,731,0.95,no
Liz (South Korean singer),individual,10661,355,20260727,629,2555,1.29,no
Gaeul (singer),individual,7177,239,20260722,478,1876,1.75,no
Danielle (singer),individual,31499,1050,20260722,4840,4754,0.99,no
Kang Hyung-ho,individual,2139,71,20260722,122,548,1.61,no
Chowon (singer),individual,4,0,20260724,1,3,3,no
Kang Yu-chan,individual,803,27,20260729,43,164,0.87,no
Joo Hyun-young,individual,4354,145,20260801,254,1389,1.6,yes
Myung Hyung-seo,individual,41,2,20260714,5,8,0.67,no
"Nana (entertainer, born 2001)",individual,1270,42,20260729,80,267,1.02,no
Ahn Byeong-woong,individual,69,2,20260722,7,19,2.38,no
Isaac Hong,individual,861,29,20260714,44,179,0.72,no
Lee Ju-sun,individual,115,4,20260710,7,31,1.07,no
Wooyeon,individual,671,22,20260730,34,141,0.93,no
Angela Seo,individual,2772,92,20260726,142,558,0.88,no
Giseok,individual,8,0,20260711,1,0,0,no
Kim Jong-hyeong,individual,1,0,20260708,1,1,1,no
Kyoungyoon,individual,170,6,20260714,15,37,0.82,no
Park Jae-chan,individual,1905,64,20260731,100,527,1.32,no
Hong Eunchae,individual,13550,452,20260712,553,2940,0.83,no
Kim Garam,individual,116,4,20260712,8,25,0.96,no
"Minseo (singer, born 2004)",individual,236,8,20260713,21,29,0.44,no
Choi Yu-ree,individual,1841,61,20260712,96,466,0.9,no
Jonghyeong,individual,164,5,20260714,10,39,1.15,no
Kim Ji-woong,individual,2842,95,20260728,198,611,1,no
Jung Eui-jae,individual,833,28,20260719,43,173,0.8,no
Haerin,individual,11566,386,20260722,1097,1937,0.93,no
Hyein,individual,11316,377,20260722,1183,1874,0.9,no
Minji (singer),individual,15596,520,20260722,1545,2535,0.88,no
Park Ji-hyeon,individual,1613,54,20260802,108,546,1.83,no
Yoo Hee-jae,individual,233,8,20260803,14,70,1.63,no
Lee Jong-hee,individual,14,1,20260715,3,4,0.8,no
Sung Han-bin,individual,2855,95,20260713,130,653,0.95,no
Han Yu-jin,individual,3449,115,20260711,155,792,0.89,no
Kim Tae-rae,individual,41,2,20260711,3,9,0.82,no
Dvwn,individual,374,12,20260710,20,92,0.94,no
Han Sara,individual,154,15,20260728,48,76,0.61,no
Bak Joo-hyo,individual,38,1,20260727,4,8,1,no
Giuk,individual,287,10,20260709,19,57,0.79,no
Zior Park,individual,490,16,20260804,34,141,1.25,no
Jay Chang,individual,2851,95,20260730,141,711,1.25,no
London Thor,individual,6796,227,20260713,376,1387,0.78,no
Bae Na-ra,individual,13126,438,20260717,1560,2277,0.98,no
Zion Hwang,individual,1086,36,20260727,328,120,0.49,no
Eunseok,individual,17,1,20260724,2,6,3,no
Bailey Sok,individual,5107,170,20260730,231,1180,1,no
Rami (BabyMonster),individual,6,0,20260804,2,4,,no
Kim Yoo-yeon (singer),individual,1734,58,20260711,73,365,0.81,no
Yoon Seo-yeon,individual,979,33,20260806,68,265,1.27,no
Minju (Illit member),individual,151,5,20260721,10,34,1,no
Wonhee,individual,8719,291,20260727,685,4118,56.41,no
Yunah,individual,238,8,20260723,28,54,1.26,no
Ella Gross,individual,18781,626,20260717,898,3902,0.75,no
Gyubin,individual,1548,52,20260714,69,364,0.99,no
Lee Ji-woo,individual,723,24,20260720,37,174,1.12,no
Park Je-up,individual,195,7,20260719,11,40,1.05,no
Dohoon,individual,59,2,20260724,7,12,0.8,no
Lee Leo,individual,2630,88,20260713,122,584,0.9,no
Belle (singer),individual,3851,128,20260804,317,1231,1.79,no
Eden (Korean musician),individual,1141,38,20260708,51,233,0.77,no
Airy (musician),individual,36,1,20260723,6,3,0.43,no
Seo Da-hyun,individual,488,16,20260716,24,106,0.97,yes
Haneul (singer),individual,5,0,20260712,1,2,1,no
Julie (rapper),individual,14,1,20260722,3,5,1.25,no
Seunghan,individual,4240,141,20260709,230,1114,1.11,no
Bain (singer),individual,350,17,20260719,36,101,0.75,no
Yuha,individual,20,1,20260709,2,4,0.5,no
Park Hye Jin (music producer),individual,419,14,20260723,32,97,1.21,no
Choi Ji-woo (singer),individual,85,3,20260727,15,16,1.07,no
Leesol,individual,10,0,20260714,2,4,1,no
Annie Moon,individual,8640,288,20260726,429,2005,1.09,no
Youngseo,individual,2883,180,20260728,234,1203,0.94,no
Yoon Jae-chan,individual,2177,73,20260727,106,458,0.92,yes
Baek Jun-hyuk,individual,5,0,20260715,1,2,0.5,no
Jang Yong-hoon,individual,4,0,20260717,1,2,1,no
Hanroro,individual,2470,82,20260803,128,705,1.18,no
Ejae,individual,52653,1755,20260720,3190,9532,0.74,no
Tarzzan,individual,4628,154,20260727,198,1064,1.03,no
Min Jiwoon,individual,212,10,20260716,56,40,0.31,no
Minos (rapper),individual,87,3,20260717,8,17,0.94,no
Jerry.K,individual,218,7,20260713,17,36,0.65,no
Primary (musician),individual,636,21,20260724,37,177,1.72,no
Justhis,individual,545,18,20260805,63,167,1.27,no
Kim Jin-pyo (musician),individual,324,11,20260718,15,85,1.15,no
"Kim Min-jae (actor, born 1996)",individual,10823,361,20260724,536,2270,0.85,no
Black Nut,individual,231,8,20260727,14,56,1.3,no
Iron (rapper),individual,1125,38,20260804,55,301,1.14,no
Zizo (rapper),individual,113,4,20260723,11,21,0.66,no
Blue (rapper),individual,5,0,20260717,1,1,0.25,no
Red (rapper),individual,6,0,20260722,2,4,2,no
Ugly Duck,individual,161,5,20260716,25,30,1.3,no
Code Kunst,individual,1844,61,20260712,81,442,0.95,no
Hanhae,individual,1206,40,20260726,58,284,0.98,no
Nucksal,individual,480,16,20260716,30,94,0.75,no
Woodz,individual,12025,401,20260717,725,2589,1.1,no
Masta Wu,individual,387,13,20260714,21,87,0.93,no
Tiger JK,individual,3393,113,20260801,243,1141,1.63,no
Tymee,individual,221,7,20260724,24,51,1.13,no
Kang Chun-hyok,individual,232,8,20260717,23,39,0.53,no
MLMA,individual,395,13,20260722,38,83,2.52,no
Mirani (rapper),individual,531,18,20260731,59,159,1.45,no
Khundi Panda,individual,71,2,20260805,8,21,1.62,no
Sokodomo,individual,275,9,20260720,26,57,0.8,no
Yang Hong-won,individual,458,15,20260724,34,77,0.62,no
Sik-K,individual,1322,44,20260726,68,288,0.84,no
Haon (rapper),individual,1758,59,20260708,82,361,0.76,no
Kid Milli,individual,505,17,20260708,29,106,0.82,no
Noel (rapper),individual,263,9,20260806,21,74,1.35,no
Ja Mezz,individual,43,1,20260803,4,9,0.6,no
Be'O,individual,676,23,20260803,37,209,1.22,no
Since (rapper),individual,182,6,20260803,14,50,1.16,no
Jin Dogg,individual,316,11,20260713,17,58,0.81,no
Jo Gwang-il,individual,179,6,20260708,10,44,1.22,no
Swervy,individual,182,6,20260723,14,47,1.27,no
Soul (Japanese singer),individual,337,18,20260728,30,49,0.3,no
Kyung Wha Chung,individual,934,31,20260802,56,261,1.15,no
Yeol Eum Son,individual,2269,76,20260717,97,553,1.02,no
Jin Hee-kyung,individual,1265,42,20260725,58,296,1.03,no
Myung-whun Chung,individual,1025,34,20260710,50,260,0.99,no
Yiruma,individual,4198,140,20260727,180,981,0.94,no
Han-na Chang,individual,609,20,20260724,43,115,1.04,no
Sungha Jung,individual,971,32,20260718,55,231,1.03,no
Towa Tei,individual,6706,224,20260725,705,1553,1.48,no
Shi-Yeon Sung,individual,98,3,20260804,13,33,1.83,no
Ji Hyun-woo,individual,10905,364,20260713,683,2084,0.6,no
Sunwook Kim,individual,391,13,20260728,22,104,1.27,no
Dong-Hyek Lim,individual,394,13,20260718,24,79,0.95,no
Young-Chang Cho,individual,84,3,20260804,12,27,1.04,no
Park Sol-mi,individual,1365,46,20260723,83,279,1.06,no
Soyoung Yoon,individual,390,13,20260727,24,105,1.24,no
Kim Duk-soo,individual,115,4,20260719,10,27,1.35,no
Seong-Jin Cho,individual,3246,108,20260728,293,630,0.78,no
Kim Jin-hi,individual,181,6,20260716,15,48,1.66,no
Kun-Woo Paik,individual,395,13,20260709,21,73,0.7,no
Sang Won Park,individual,37,1,20260731,4,11,2.2,no
Oh Jeong-suk,individual,53,2,20260722,8,9,0.69,no
Soo Bae,individual,141,5,20260804,51,77,2.85,no
Su-a Lee,individual,116,4,20260721,9,18,0.64,no
The Black Skirts,individual,1432,48,20260713,72,310,0.74,no
Kwak Dong-yeon,individual,32502,1083,20260719,3392,4987,1.8,yes
Simon Jul,individual,173,6,20260727,12,42,1.24,no
Yung Wook Yoo,individual,62,2,20260805,9,22,2.2,no
Lee Saengkang,individual,19,1,20260711,2,7,2.33,no
Yi Haegyeong,individual,742,25,20260806,74,282,2.47,no
Shin Daechul,individual,244,8,20260714,17,57,0.8,no
Jin Bora,individual,81,3,20260729,7,14,0.64,no
Han Terra,individual,128,4,20260715,11,19,0.76,no
Kim Cheon-heung,individual,13,0,20260718,2,5,,no
Jasmine Choi,individual,1042,35,20260708,221,191,0.44,no
Jo Bok-rae,individual,13208,440,20260726,938,2148,0.61,yes
Kevin Kwan Loucks,individual,114,4,20260710,10,24,0.71,no
Hai-Kyung Suh,individual,236,8,20260714,17,45,0.65,no
Mowg (composer),individual,417,14,20260708,21,100,0.97,no
Lim Ji-young,individual,151,5,20260731,12,45,1.25,no
JinJoo Lee,individual,4483,149,20260710,348,1101,0.92,no
Jiyeong Mun,individual,239,8,20260709,37,47,0.47,no
Hyo-Won Woo,individual,79,3,20260728,9,14,0.56,no
Yekwon Sunwoo,individual,457,15,20260718,30,111,1.63,no
Choi Nakta,individual,42,1,20260713,5,15,1.5,no
Soo Jung Ann,individual,60,2,20260710,6,13,0.68,no
Mid-Air Thief,individual,1395,47,20260710,71,280,0.67,no
Kim Dong-hee (actor),individual,2571,86,20260805,112,669,1.17,no
Hiss (beatboxer),individual,216,7,20260803,15,47,0.9,no
Mikyung Sung,individual,183,6,20260709,10,46,1,no
Cho Su-Hwang,individual,101,3,20260718,23,12,0.4,no
LilyPichu,individual,18024,601,20260806,8100,10177,4.91,no
Greg Chun,individual,4579,153,20260801,261,1367,1.47,no
Jegal Sam,individual,55,2,20260803,6,18,1.38,no
Kim Joon-seok,individual,1030,34,20260718,86,189,1.63,no
Kirara (musician),individual,851,28,20260727,78,119,0.55,no
Kim Changhyun,individual,29,1,20260803,4,11,1.57,no
Brokenteeth,individual,157,5,20260804,11,40,1.18,no
250 (musician),individual,1035,35,20260722,58,206,0.83,no
Kim Hea Kyung,individual,4884,163,20260709,328,1018,0.63,no
Lee Ha-na,individual,2741,91,20260711,121,579,0.84,yes
Kenzie (songwriter),individual,3130,104,20260722,182,788,1.14,no
Younghi Pagh-Paan,individual,59,2,20260712,4,10,0.83,no
Ha Sebin,individual,33,1,20260708,4,5,0.36,no
Okkyung Lee,individual,190,6,20260724,12,50,1.04,no
Sungji Hong,individual,46,2,20260722,6,5,0.56,no
Chan-hae Lee,individual,17,1,20260727,3,4,2,no
Hi Kyung Kim,individual,56,2,20260724,6,11,1,no
Rainstone,individual,169,6,20260710,10,48,1.66,no
Insook Choi,individual,25,1,20260719,6,6,0.6,no
Kyungsun Suh,individual,29,1,20260712,3,0,0,no
Djong Victorin Yu,individual,19,1,20260722,4,7,2.33,no
Lim Jun-hee,individual,21,1,20260725,3,4,0.8,no
DaeSeob Han,individual,13,1,20260708,2,2,0.4,no
Oh Sook-ja,individual,16,1,20260712,2,2,0.67,no
Justine Ok,individual,37,1,20260709,7,4,0.27,no
Misfit (songwriter),individual,75,3,20260712,8,14,0.54,no
